Length;Prime;GenPrimeTime;ProbTestOnPrimeTime;TestOnCompTime
46;130977039839501;0.0000206490;0.0000041600;0.0000002750
47;248165138380997;0.0000233920;0.0000041700;0.0000002690
48;416747148994741;0.0000266950;0.0000042620;0.0000002650
49;664454703803383;0.0000342170;0.0000046860;0.0000002690
50;1556199098076377;0.0000184710;0.0000046770;0.0000002670
51;2701895325608477;0.0000237530;0.0000045490;0.0000002670
52;8983475566757807;0.0000182100;0.0000045320;0.0000002600
53;17009041193598491;0.0000176240;0.0000045920;0.0000002520
54;30937208755994053;0.0000196230;0.0000047050;0.0000002590
55;71088753414339517;0.0000270590;0.0000048120;0.0000002610
56;115041734290190413;0.0000193630;0.0000050310;0.0000002800
57;275476817780145977;0.0000304590;0.0000051570;0.0000002660
58;381971221392821699;0.0000231790;0.0000049290;0.0000002650
59;689003247130835849;0.0000497650;0.0000052570;0.0000002650
60;2170075370132991103;0.0001667200;0.0000366330;0.0000003140
61;3575499447948564449;0.0001321170;0.0000384160;0.0000002780
62;7988674662975379001;0.0001554280;0.0000387500;0.0000002790
63;18211436726512152797;0.0001539490;0.0000416660;0.0000002900
64;22776588158105124649;0.0001942800;0.0000501370;0.0000004090
65;54413394215882450117;0.0002023340;0.0000547190;0.0000003530
66;76829573340139382383;0.0002210840;0.0000517880;0.0000003010
67;287284815680205444251;0.0001794860;0.0000602620;0.0000002720
68;426444837069673977199;0.0002115690;0.0000596770;0.0000002610
69;936904278849767948789;0.0001593740;0.0000492470;0.0000002610
70;1288747951590874305187;0.0001512560;0.0000490630;0.0000002850
71;3731583151062971215727;0.0001843710;0.0000518430;0.0000002840
72;6654015104261206021097;0.0001949330;0.0000512190;0.0000002790
73;13860336593829037521751;0.0001969120;0.0000511630;0.0000002760
74;34345750362868037711413;0.0001727080;0.0000544330;0.0000003630
75;44548581315018707399009;0.0001803040;0.0000655370;0.0000004550
76;105019448866184128816417;0.0002754740;0.0000539070;0.0000003120
77;247575179385163975998617;0.0002008040;0.0000549390;0.0000002710
78;596911893321041166496039;0.0001635890;0.0000533020;0.0000002670
79;1019170694010488150376149;0.0003159400;0.0000559880;0.0000003480
80;1896869203172475899507837;0.0001894180;0.0000603920;0.0000005300
81;2447632956147858765714079;0.0002050000;0.0000583550;0.0000002960
82;7977630072555058096539863;0.0002521600;0.0000580420;0.0000002820
83;10347333936782050166141191;0.0001615540;0.0000686000;0.0000002760
84;26127672324354544067626807;0.0001859310;0.0000615860;0.0000003500
85;70921803687923741572405703;0.0002064570;0.0000771400;0.0000002970
86;113250222639726906480629677;0.0002756980;0.0000617280;0.0000002850
87;245159435861456675418979169;0.0001992600;0.0000626940;0.0000003450
88;346538819851182735108410681;0.0001835540;0.0000934460;0.0000002830
89;886242345455000680844294557;0.0001926670;0.0000619480;0.0000002650
90;1742620997563807080937748093;0.0002654570;0.0000611950;0.0000002760
91;4934348298357881605678140991;0.0001704070;0.0000612430;0.0000002770
92;8653122944368742593308149009;0.0001872870;0.0000631310;0.0000002720
93;16110626765153254527980121877;0.0001961530;0.0000638800;0.0000003590
94;24918862303476244452173442479;0.0002064870;0.0000789390;0.0000004650
95;64050277771902603216498244087;0.0003478450;0.0000638180;0.0000003350
96;140399036896085878835510312213;0.0002334110;0.0000685980;0.0000002860
97;312780322472127123204458268703;0.0001723070;0.0000669420;0.0000002740
98;544072301233434967841226299243;0.0004560030;0.0000671700;0.0000003970
99;817598921556535731162746696737;0.0002221490;0.0000686110;0.0000003290
100;1676644015381751131731980180677;0.0002212490;0.0000674840;0.0000002680
101;2575933565397720019270798236101;0.0003074830;0.0000663260;0.0000002800
102;9513908834566695430956175832057;0.0002453990;0.0000697850;0.0000002870
103;10722652294002976768237574626243;0.0001891640;0.0000697710;0.0000002820
104;22467460793812397873530910786909;0.0001839840;0.0000701740;0.0000002750
105;40957908522766242358283905503197;0.0002049370;0.0000796270;0.0000003320
106;138023813774160818895902575357841;0.0002653000;0.0000815920;0.0000002650
107;287424567872793101647736554328209;0.0003104710;0.0000806910;0.0000002910
108;571075842936287417691184465593607;0.0001930480;0.0000707520;0.0000002910
109;900884693739314501928941914108343;0.0002109170;0.0000706430;0.0000002810
110;2369142886322242915425672144434639;0.0002018700;0.0000757030;0.0000003560
111;4210054184406254954136063348876173;0.0001946500;0.0000755810;0.0000003390
112;9883693529051151524110597434952253;0.0001834900;0.0000773620;0.0000003260
113;13745436955957429785505974332906609;0.0002007390;0.0000762030;0.0000002800
114;39905821914369244621943748547706413;0.0002432310;0.0000745530;0.0000002690
115;47073827378615597038075840492144589;0.0002396460;0.0000773360;0.0000004050
116;103200819765539642542181668507923731;0.0002091650;0.0000764330;0.0000002640
117;330028892149454276103035066187336553;0.0001762810;0.0000782720;0.0000003700
118;434978819325964665906099984691797343;0.0001902770;0.0000867520;0.0000003800
119;689153262219711611338850649116515327;0.0004104780;0.0001125190;0.0000003910
120;1676017801069422699364248743861285833;0.0002750250;0.0000812240;0.0000003500
121;5097878505854742549516694739944220177;0.0002246900;0.0000814640;0.0000003530
122;7376105661355046781596101643741054659;0.0002326810;0.0000807530;0.0000003200
123;13122047270602413217105115201381967289;0.0003666580;0.0000769740;0.0000002850
124;30236344960472446133293693701832355833;0.0004346380;0.0000812830;0.0000003560
125;68803290194913935087787437274276739879;0.0003954550;0.0000930230;0.0000002790
126;169468035142569097250579043324603272897;0.0002510110;0.0001030530;0.0000003470
127;262802171981507928210014785503515826461;0.0004860650;0.0001044760;0.0000003930
128;551706127912500855788699193619008183847;0.0003172150;0.0001167740;0.0000003390
129;907363086648779996997465996041507260331;0.0004007060;0.0001102940;0.0000003200
130;2006713341280175168589821395606837641131;0.0002274610;0.0001077720;0.0000003150
131;4676277709490895130693201350505397598413;0.0002947360;0.0001071070;0.0000002850
132;10689639234327525587820242877674618430527;0.0006159650;0.0001077260;0.0000002930
133;12145062141906600578329468705523804372063;0.0003227090;0.0001122040;0.0000003660
134;22287934459400467100695397827160475726349;0.0003609390;0.0001126720;0.0000004220
135;55514412910841012875208778553059948969509;0.0002586510;0.0001132060;0.0000004660
136;165839528863584899420847383414436227570041;0.0003096380;0.0001220740;0.0000008940
137;237909626919137874724796770089789587502511;0.0003622520;0.0001160750;0.0000002930
138;513853337094907972919076234252634472175143;0.0002974110;0.0001142560;0.0000003010
139;875238557011175639418183300109239699276469;0.0003143520;0.0001167290;0.0000004480
140;1644131916574137492731533753076069793600791;0.0004173300;0.0001162180;0.0000005490
141;4383821857135055786869826685024858822470533;0.0002763720;0.0001196730;0.0000005150
142;6052263764817018772059590652924401563791127;0.0002158420;0.0001156790;0.0000003020
143;21720533519273959082542740334064502596298689;0.0002548320;0.0001255300;0.0000004710
144;33261768596368244474742990409257135461159611;0.0004780420;0.0001304810;0.0000004000
145;82186860378839175861206439469180806177538771;0.0002359490;0.0001148250;0.0000002810
146;126695580245367355220195792573042993378602169;0.0002479580;0.0001307810;0.0000007210
147;227953948696486259560130912833205235274610411;0.0002371430;0.0001164920;0.0000002960
148;602423946287083755784705058704249911944411749;0.0002808620;0.0001178800;0.0000002770
149;1083514924695776489122035871739409237660675427;0.0004095840;0.0001176250;0.0000002800
150;1923107364327534989696063357965727820175369351;0.0004339170;0.0001315370;0.0000003460
151;4661752364135207231003522320728725220063980779;0.0002913370;0.0001169300;0.0000002780
152;7502028340567814927805717216932986889502310081;0.0002425670;0.0001190410;0.0000002810
153;15991898690420212027893823186266911876255737781;0.0002210940;0.0001218050;0.0000002900
154;42450815968313835777062303329254011482916123741;0.0002619700;0.0001357920;0.0000002860
155;75428431940540740128429663857441447399049081019;0.0003043460;0.0001512500;0.0000004630
156;176713991462205542089065615683106504014183786371;0.0004614280;0.0001214330;0.0000003010
157;346213555506316159826172438807427748991735681203;0.0005188900;0.0001233520;0.0000002960
158;726392945972843038778913122208723947369717838743;0.0005549020;0.0001209800;0.0000002810
159;1389909254576082062324455602287202188349169403339;0.0002597250;0.0001246390;0.0000002780
160;2055461509786081890173764041252693409119532070771;0.0002331530;0.0001270980;0.0000002800
161;4545705616251238966229408911825812694033967825581;0.0006867990;0.0001305060;0.0000002930
162;10720654166161706655867772765571328229152286728029;0.0005583660;0.0001673150;0.0000005070
163;15094749100473349020755797439208677670783634153481;0.0002375970;0.0001298350;0.0000002950
164;37843392883843741566641094971740741333114553143363;0.0002642520;0.0001236110;0.0000002940
165;57363722646930095275038264838071050649215685339211;0.0002272730;0.0001248040;0.0000002830
166;144223665067940491430309036697422062148230403812523;0.0003900730;0.0001302640;0.0000002970
167;214303762696019381145063013721958377065447443407143;0.0003085470;0.0001298400;0.0000002790
168;620098320396746326707058150938078768265304646035993;0.0002377070;0.0001292430;0.0000002870
169;1243763248037382807189475168372371235883528779638233;0.0002916190;0.0001315840;0.0000002800
170;2777654509683255640727095072465464433669027272843863;0.0003737570;0.0001313730;0.0000003600
171;4312478143893076515797455538087843882572743076685437;0.0002845050;0.0001320290;0.0000002840
172;8964505451501830069618273700423642994042060750775189;0.0004198970;0.0001332680;0.0000003020
173;16666022508402664159314779147421778390373729516612183;0.0003154380;0.0001352990;0.0000003600
174;38885169956208636930995560051597975807723407137790587;0.0002698580;0.0001325380;0.0000002830
175;90962598951754350989596977058612520256902773159036889;0.0002597660;0.0001357420;0.0000002890
176;181156407766548617217039651893279503999559601138335941;0.0003426480;0.0001279530;0.0000002830
177;242445900401718134036898478949462054102893772828945327;0.0004272990;0.0001306770;0.0000002850
178;662101830923006233964643862809021052869986404405140181;0.0003545280;0.0001337360;0.0000002750
179;1146695477807296802618313915888823714926858831140106187;0.0002540040;0.0001309990;0.0000003050
180;1678872532363457755197831933006590357271628664337602933;0.0002928030;0.0001356280;0.0000003020
181;3604900116386152402523861604217812472572890570731616051;0.0004550250;0.0001331640;0.0000002840
182;10203109441406564154539757641475351709157080019330110049;0.0009143200;0.0001367390;0.0000002830
183;13995506345784716606581824764497669424970568424020096921;0.0002621760;0.0001567580;0.0000002630
184;46439655759533250209043916762845155338988417702779620209;0.0002684680;0.0001378430;0.0000002760
185;74675689125653874511597759452224089876102547743372240733;0.0003448410;0.0001380570;0.0000003090
186;126131671629649135740763351555301673746620386293014447583;0.0003172390;0.0001385660;0.0000002810
187;364717646504531938093869218913262906285615228055454582671;0.0003127010;0.0001401500;0.0000002830
188;600583274277914645197252473022508298244620924046156721111;0.0002833620;0.0001522390;0.0000002920
189;1368930884913923180652810679239244222944209664283518181817;0.0007128720;0.0001458440;0.0000002890
190;2607250072996156974904446744028991709763574676732879814847;0.0003069130;0.0001481320;0.0000002930
191;4536105468612563996996501849763841808600136443670512536559;0.0007089160;0.0001675030;0.0000002930
192;10046295467855589917465756451511947633971442312532715179423;0.0006231630;0.0001852250;0.0000003430
193;24374896987273143250682629087399766654812449248991575911429;0.0003104550;0.0001864270;0.0000003250
194;29113383302711026898638752485499309603392345393642709066673;0.0003427420;0.0003294590;0.0000006030
195;50239078252709370074631143947601268578312435034959770159009;0.0003237720;0.0001879550;0.0000003360
196;187754832066630659917841687058812532409785869358126214240349;0.0004148520;0.0001882340;0.0000002810
197;337175605503401584552257283106036100895461405046582750262597;0.0010352360;0.0001884810;0.0000002810
198;460220283007923403652804016529295975371698129055996644051827;0.0003509530;0.0001852340;0.0000003060
199;1098807790994832399249089692878215806779860546687760386769121;0.0004898750;0.0001985210;0.0000003010
200;1882726609850454169719737153546214226170592031647610306559341;0.0006818380;0.0001888470;0.0000002880
201;4910312830398966765854021398670808445603025489008276775715793;0.0004398130;0.0001890810;0.0000002810
202;8490053666361681866319382758089118075514301235869568129101473;0.0007915290;0.0002018380;0.0000002830
203;25135085874476618491019386404030431778000371609129006839297633;0.0006608070;0.0001928380;0.0000003240
204;33119604464163282702677711957642389334839645899920160026133757;0.0007871920;0.0001885000;0.0000002920
205;83457608121538108577830306832113087280673066065340234084705469;0.0003107930;0.0001928930;0.0000003160
206;123355685437533717217990727466129110078749635525269056223030927;0.0009522540;0.0001949680;0.0000002950
207;402526588021328130606713876471987613454618987349456829854355923;0.0004350700;0.0001961030;0.0000002940
208;786894620469483394922216266499704427435479626853993805936073559;0.0007175900;0.0001954890;0.0000003180
209;1186481158232166818482117370983777661473627129464061802350794907;0.0005453690;0.0001965630;0.0000002780
210;2879381139354923246810439976133162486645227125516858722843504677;0.0003121080;0.0001976330;0.0000002610
211;4966998678900903683674961070012202183003921069836013338175520651;0.0003057960;0.0001967410;0.0000002670
212;11679970378843637870442860260742144673936459265030190644715305699;0.0002706380;0.0002213660;0.0000003550
213;18730974861500875813415422899364544918404193833207646535345109637;0.0003546230;0.0001986590;0.0000002800
214;45302642405351108662367587552747621546874434979906420763964694909;0.0004146140;0.0001993120;0.0000003030
215;95514075552963116398812809116429333384680909102148493186073783467;0.0010000310;0.0002020790;0.0000002930
216;121665931263511975755482712695532325966423346284763697043821191473;0.0004594620;0.0002049820;0.0000002820
217;332955053372883449985118944272986908564933197443924263001904817949;0.0004370890;0.0002004640;0.0000002620
218;792745913727676079419752677511546311665477310366975147884995015793;0.0004246340;0.0002047580;0.0000002760
219;1273978988100916414390450395157149912788312408046870642815669101687;0.0003176710;0.0002006820;0.0000002730
220;2354750753297957361155033472886103158885702685124494429625124897507;0.0009374640;0.0002052200;0.0000003240
221;5689918545209417257439633670930262860210491372556669058491305888141;0.0003878350;0.0002024500;0.0000002820
222;7463921714447501951184487242635538429765584023806543911095340803507;0.0006295230;0.0002067800;0.0000002930
223;14931264724836258904168641692897329581468969358806079547442921295903;0.0004407190;0.0002091480;0.0000002990
224;40935803401114984351250146544630583736671565611033679315124517998873;0.0006241960;0.0002163170;0.0000002740
225;59875962254692128776378081564975475486285442101961205866771361474591;0.0003027360;0.0002183970;0.0000002820
226;125890402941352930409656938939450104310864161145557010470566415068121;0.0004511790;0.0002157830;0.0000002820
227;294194677066681922352752051762603861948280327431953398174461405958149;0.0003182190;0.0002191400;0.0000002750
228;625733706718250618524360925530018816577136495017702216591793185701811;0.0002719280;0.0002135540;0.0000002780
229;1239099881086138918186363084992919579165262275631241775436949974206111;0.0002929960;0.0002100620;0.0000003030
230;2772065499291461935027542750631911767507474760221220239700926543819051;0.0006618550;0.0002143330;0.0000002780
231;3778997600224358129042260973641898857282370776543223953730008437434341;0.0012406170;0.0002142500;0.0000002820
232;11422953406744375282966976417507702007777049970061323326124918618409281;0.0003642690;0.0002209900;0.0000002840
233;18320257120068619474927567042680556901285944280637840431274080873572459;0.0004472590;0.0002142460;0.0000002730
234;34783344519579165491197019138937604982235625157412610813527448473940063;0.0002976210;0.0002130050;0.0000002970
235;88094642394298026465815303275491162261326814809095035344991574678748113;0.0004462770;0.0002189920;0.0000002810
236;159583637859795778243268915152145814008022132815868237533061872800869499;0.0005509230;0.0002206690;0.0000002800
237;248773606702647374465367004988727327850190611291688050380348844748139587;0.0002597610;0.0002191330;0.0000003030
238;882733981456514453153201234193346551456051990389514276178876097322722563;0.0012539060;0.0002187320;0.0000002780
239;1553857996823337912055824428078274031212469968642649263594156893760009283;0.0006108020;0.0002165760;0.0000002750
240;2320284316162894120755251651038703904349826555445416219614398488758192543;0.0003055650;0.0002243470;0.0000003250
241;6503632814375962850427094122930419948513263454699894731910796603912423271;0.0010618880;0.0002360170;0.0000003170
242;11547009374158695224476230578142683597766716419696482221815522099291973911;0.0002662400;0.0002246020;0.0000002730
243;23280980596121266659404538334176908279429646858956982721084162752010189981;0.0004590870;0.0002269360;0.0000002630
244;40907695655083245253536230239904376566673412463041998576825779347770491213;0.0003583220;0.0002273960;0.0000002890
245;75031055185581463901074049323144120802816900551747024608681611374759913971;0.0004283120;0.0002492940;0.0000002620
246;211990107446269706141872029922901652514758361453352934173449053861620713597;0.0003040840;0.0002293110;0.0000002760
247;444733753283331878539058137655593966880228828822376874211852139156331569751;0.0010704680;0.0002289190;0.0000003120
248;613564239330495813644621699955605371962878362667812968227320147615877612573;0.0003456020;0.0002331230;0.0000002960
249;1561511055726214849464840035407007783260374492077452718693645867536729947461;0.0006276170;0.0002267760;0.0000002770
250;2079425436941446340172799735873633522717853114106907235086245644246999863117;0.0003253070;0.0002299370;0.0000002980
251;4076189947821151949472847972283378064264164604190355834355051804845391974543;0.0002824480;0.0002351360;0.0000002880
252;13134675255660971478318017090472594293014968956648365187838927269722262922253;0.0006627460;0.0002403780;0.0000003270
253;20783280268996648677593552877915188417753516028305136552097508614019842358867;0.0004421100;0.0002402830;0.0000002870
254;31534976787983168922593234014258120194188978686933498721068378228967187134743;0.0006152830;0.0002499530;0.0000003060
255;68105426578585814999839234143308979041685860162409515463035075558247037216639;0.0009622760;0.0002747790;0.0000002870
256;198628839419588723200985016318259591391618002810444985567695963503599231709307;0.0004806250;0.0002975520;0.0000003190
257;427739857184808957894164490587505465460915877223642878150273431454360113988251;0.0005548820;0.0002923300;0.0000002960
258;913092728600742621551686059362973491096239413424753038499398965303518559897443;0.0003831410;0.0002988870;0.0000003080
259;1010870705448368739689435742741189112003790595653935599055219077145970723187979;0.0005932160;0.0002906980;0.0000003130
260;3679366774243167840199571558814301869682526491884770116138875647176170679026209;0.0008148680;0.0003151200;0.0000002870
261;6714081732096596642247918720588378741445893220996537445293894193271157346678219;0.0003745740;0.0002890620;0.0000003140
262;12512934350231145659167929717985725302817291784546244220670018582958778843151399;0.0003529580;0.0002911120;0.0000003040
263;27619909330719934142074637396245367123571983066739303559166035497783461121968429;0.0006180300;0.0002939870;0.0000003050
264;54050830543930256613348736579692664994988361376381644391230341925419966136196233;0.0003509220;0.0002950150;0.0000002870
265;70178439254374696991971018726219527820140138490455845577833865111532145303534881;0.0014803270;0.0002993690;0.0000002890
266;229146993410750363944289351489929522233605330230747010722302215612652723593813453;0.0004106280;0.0002959370;0.0000003000
267;464997635549854177976945074795008150533746807675412111604824792154145499984236979;0.0003804200;0.0002932300;0.0000003130
268;518925519427583562899473766237488136077418798447779219987732016707809947623932241;0.0009804780;0.0002988510;0.0000003260
269;1082318535261987783644926893561127662183618179504223986794652091173246023833374963;0.0004331290;0.0003060160;0.0000003040
270;3303290368576852472754970464395786345436470973882239310022930230912209757573355781;0.0013841110;0.0002989800;0.0000003170
271;6529707213250118021603181961283377244999555232733585384147872979648507564939232329;0.0008542710;0.0002998720;0.0000003210
272;7915865041620791311218367694952987424914129078873718167844559028631208178314866553;0.0011167800;0.0002988670;0.0000003170
273;15329253087585308151627811896076704964218708899144764040066861790917190060462097027;0.0007481640;0.0003158180;0.0000003240
274;41838614225895506355295584434020279469184136089861640897367707554609929237472662177;0.0006272600;0.0003781750;0.0000006360
275;69899775486500511259819125827492946241209441805527697153335051919941844386494183099;0.0017428220;0.0003150740;0.0000003260
276;216213901943136606705826489669945391153799145843695618609121460449027986823714592003;0.0006913440;0.0003104450;0.0000003390
277;352441076355430367233993772168355295988046945639551225046917219937407181674446087303;0.0003843080;0.0003187790;0.0000002970
278;755324488185897110089290518274683001355275325187598917575255376313397815593002359133;0.0007280570;0.0003058880;0.0000002820
279;1825965567782268848724696358880260494685313699844173322359170514062590041490900367031;0.0017528090;0.0003266140;0.0000003500
280;2612041117198898608195475294340527764479688595167365086959597728153091227131494939343;0.0009414520;0.0003535500;0.0000004780
281;4618985462651991474880695276184509212920057181989259475143655312864441505681407250783;0.0004750980;0.0003236720;0.0000003200
282;13529288109864243525741160387056867242059634167368937057047535100333848970793382073563;0.0013370710;0.0003105320;0.0000003020
283;19713030927906849144280098026122322746917974449167663756219544187360408590108726310101;0.0005828840;0.0003584170;0.0000002860
284;40492456822736891337934129837459625251458804758698950691230891717328086073082271935773;0.0004897490;0.0003284180;0.0000003240
285;67289836567107063498598731703576393655199249066808723121832074862828470858591391613957;0.0005714150;0.0003142730;0.0000002880
286;228450989431552276465582870610606452559097077761824748117223419705559844261864076613017;0.0006807630;0.0003179180;0.0000003250
287;332618358459371928963264604113461324388085684466717514636959561696125541838275662525697;0.0004967630;0.0003410140;0.0000002850
288;517591645713516257838522191339097571457813249563227926909274020995407905367466561100233;0.0009564560;0.0003201770;0.0000002820
289;1536348128776984408399851195756710686538878131281544846882271267734995427815290301743979;0.0003312590;0.0003248390;0.0000003000
290;2533270937333132838899926447186684921224967156663123936297438519456755110202292888892933;0.0005408920;0.0003216340;0.0000002900
291;4158840720222130033234630646471643970380257035077488548069725637218776483342778093753617;0.0010400290;0.0003368320;0.0000004150
292;10101086860637772248892595105972242355986921515350744575136028166216710926925528325512993;0.0010688660;0.0003243060;0.0000003040
293;21219253068671177199197063081227433384867517550010197427018575899681701921499800005770533;0.0003217040;0.0003203220;0.0000002860
294;36543608878374820804414745013842298533794814537042124883258236452464512494552513514207001;0.0003286760;0.0003243580;0.0000002950
295;104492382456086667841254430470391591955817854409980101584933348979820992863241438428329293;0.0007911400;0.0003200810;0.0000003200
296;171591058708098839808872513719948377405600997647502926720791720221578534562207003865623289;0.0006294360;0.0003256840;0.0000002840
297;424062576046186353190100040633093553857480088662942436426861598303219762645082532803182587;0.0028323620;0.0003250500;0.0000003590
298;644390251883928874793353014331839030880400182697536604596153502288536743459816970714288753;0.0004140130;0.0003270870;0.0000002850
299;1857979548257191342162785052119967555022355781617677461364026378745332875316358423172147301;0.0010208860;0.0003608410;0.0000002960
300;2961503260492083659204941732798249399492312069941977961465002011881713166324646597996243037;0.0008404560;0.0003500170;0.0000003180
301;6231992426169699961815648299537018412152578370186916143963419831521511112437095185240602859;0.0018846250;0.0003370110;0.0000004150
302;15197217468001808797672704755164267509449382313290766289080283124121700247912525200926482103;0.0005043240;0.0003374660;0.0000002890
303;24130967498236759752178694288991973487726850450501447368690600213821492545263486602467679613;0.0007301950;0.0003321650;0.0000003100
304;33487198082808336837000366088354802368150257702211040950556733639202687920836492064875958887;0.0009668670;0.0003293350;0.0000002920
305;86131034414102217973069412757481814364755699560963934711924143770985503402841418404388324539;0.0007605770;0.0003362630;0.0000002830
306;188048078810895422407308274791277817729637390449259497399296631544932558489242816944912060347;0.0014232920;0.0003302090;0.0000003070
307;319748920483445582878033387470544689147403386283666534868187126129739167636569023948007033939;0.0004660030;0.0003350210;0.0000002810
308;650453829633264360691505692082099747904458544743733941451874287425902157337930772683419245081;0.0007216640;0.0003343920;0.0000002900
309;1991316604679063248227484165591302271395906791547850709807561653139562606890421484615970559163;0.0012720030;0.0003394000;0.0000003680
310;2594343748579718365614978490802985542301530052304300091829631389813431921209026890106307054213;0.0004469560;0.0003389690;0.0000002790
311;5305556557448574119961168914805092819053425537966484054069990585163687115621251624006528055737;0.0007245270;0.0003392490;0.0000002810
312;11528110963221249978242170360194968013312043763214510899418632363955657351930936078692991599041;0.0008307410;0.0003610550;0.0000002810
313;24930921322170107385769067483778059416981612740477469204599290258762660334587483820601337550739;0.0012651100;0.0003403690;0.0000002930
314;38310065443273392665270004412439992632763138673965622057079604703419519576096846817043580482547;0.0009520880;0.0003412090;0.0000003040
315;84069802187162727053812844239220670003230590017149595731051827270892098237639274534782763251757;0.0005336590;0.0003723030;0.0000002790
316;229192439438819684323280507681683235488905637810905604209000806640816253922727442045716559824223;0.0011433280;0.0003717910;0.0000003620
317;275083642576410610161974302165680347259709593624331685009526988028354434774006688908895925044821;0.0004508090;0.0003546040;0.0000003150
318;802428944402422310470129458830359990875282872184935740092049907557439156898778200616754557360391;0.0017286700;0.0003826470;0.0000002980
319;1954730600150786725081738944760723828611261409232719376576604802024134603754906934898865376050367;0.0008761000;0.0004574160;0.0000003110
320;2436840903350615267244104648623947666610315565578778315987890467099282340900259889786429525599327;0.0012262550;0.0004176990;0.0000003280
321;4592096754986656309206932613338666345573447350400096604582006662641613077346150753720994071429363;0.0006250130;0.0004484550;0.0000003030
322;9738621005099382300098258608489511559729625031521679761792040948915481185369450268646258278781171;0.0014975770;0.0004630770;0.0000003080
323;27204675881015304458169400007313218214185589019190860256383681259734528648049772890994610169983297;0.0006483680;0.0004599790;0.0000002790
324;50462852011339000815196452821401940642479634169315236768622729177783642114666342090499513405441903;0.0005654820;0.0004366430;0.0000003050
325;85004401273890073607751484495091514024104230326444625206816479381840907666343920600900153426677297;0.0010757000;0.0004438860;0.0000003120
326;174654156006683691608741726209592817076079119142178908078391190550372325214403339634806414323313141;0.0008672780;0.0004438810;0.0000002940
327;502016414299811352578064779429917568489543736923701661791031418122342702981041464795187931120187709;0.0006163680;0.0004636040;0.0000002980
328;654553494810292009042451525893351301514909377453070603543172909127516722810962496566760176642496339;0.0006689320;0.0004458740;0.0000003040
329;1969802724779218015798864830541328317640813174881861180940571571813428868693650006430624120757907721;0.0036553700;0.0004687390;0.0000002860
330;2546187565141773296366765306069050208812960220831138325272482398443266757741019105039728559335913149;0.0005048480;0.0004403620;0.0000002800
331;5450877842515043119091705310459727320164601981575854027167697405645504313057184986084116763308536521;0.0010025450;0.0004427810;0.0000002810
332;12877904062552866829521546904386869547224371155730743816670002218299354794504754158043863337103664353;0.0019331050;0.0004682600;0.0000002930
333;18358258592800041185260026330677648548031997510344188012484406106714746048092085970219725257414653691;0.0018969810;0.0004668910;0.0000003300
334;58018354469665829484348653128377678614608853862931381775430005717969811238604161678003705422575616539;0.0009510720;0.0004507190;0.0000002830
335;112301842310557008956637289279747645693002791906802715044173885794030761282127190876954187759619735351;0.0005398100;0.0004518620;0.0000002800
