Length;Prime;GenPrimeTime;ProbTestOnPrimeTime;TestOnCompTime
3070;1798394221914365440560974403137125163659514185422321105603477975693053945108840350651738149556970928590650080716408111748288712641560291119306295389435863097792759083176037798883930736626509322289593062710772106338901917590559159739572793212786758113052165556507306658301869602340564825722378744766154409743968136953905361207246591141687769212474869235996618272391541840273796045334151171633735348014030614537550475551117254143090725770776115799688747176453145966173561769551207586767427491124902557257585522168515434661455589120672174784723260592360893654057340452413073745535843219010515490562406126325026652011885539486102987388974069455486728490229832797896842116176334809786461727638645003682312651049047165496430499012947222187833202488648047495461415125468639850159227560278711651572319230057281225145689626532565825147415490547452018611691394942396795521268125039837835184978358825576955639373858605686017087219544529;2.7320843490;0.1176506300;0.0000012870
3090;2937240094245859315713402439196213084448548991539169336191242228944387967460030643759352213560947455969678660873995373937028668749449874067655136360240894516651636762919589411591246214131778363321314654663483102731695134946704437176391842039633753245295784121790391228180275305986197429859488947376482659481729101749904389405437577298296503753009859680274147648637901441656733089987141912095407669455158916083445241131418190939036367466519925394686871771558840069321577706010859280702750446475272973244708398292706730194495723886290066758084541449197539378649695881445749046725617288197477506642801893193703378497965581023653773612377987963810633902380282949365439911322984566363600160034793906868844989083202989160128694984376178091934109565592955075295267722953102032791754236496960282669383309480977764981084740131291269399355765876179455818699507618471203775554275004943812256874986034042656063426154188451171674770707850251667;0.8748188700;0.1290664940;0.0000013230
3110;2880579946974016997498203999725114964547079712937999299479652378449402354291274800096206035789492706880211324798876011878204525759577036323616730767600174569861775721417855001078149901726815897383137285700152962877247361586695670029519681851034222759956635232971047153123547445664410235415552146740482995818349288528377481268711664916389494309428129876711940552411009690845510594803453071404936871874757016609539810955579948629668744403968783189294352676818857059562259357526835789014547539863821209769435325329026648080105224938077439303588203007255482891048364417948735685046301973258615161447963469309147112445665172951221713398541520117246985081135549978729867273461367938363391487132275981372294455331135564428682992188741391260396677564685581997807984893654657481104744223735135933855634307169023502462936236357008686829172999075456659678250349134042774587605228895686157067565379851492993675934122606307347072070882494773952581549;2.6541943280;0.1216637980;0.0000011610
3130;1741840270657824435844411850979602529123804810983241866254146268712177645967892869506964707588400514747365598311376132241411003310649757219844787191572931367787761386630789425194777716292946913128154300818220137941096968469907705110675956107481227057566491607512790990877781409489791724621476516231840087668265526564265121694412955016095784117155264018937624012456024917392595320425556787305085832386632199739613717641463354271969642846718608150591562170945934142965549481034193864180790428128203080535914064011607263810198593273796500128169601114385932479384579364657520750000757614969216824141258459303297819643162102955184203835126146221890290234637426775758105166078746631696308670167200370335505310178783598862403428521197372650746950828704729521675353393660266354636346897278541847139291616477355397828711273656358129203389009647720676141554846215841676765073554081819969477621620497706390268739044842111944535041540984452778539435577201;6.2469735180;0.1273275620;0.0000015400
3150;1870816783752586222685788268611774851956842801550385828264331715371177132636635237010431470002727326368854375190478795292381541915562663787012045612364024279119565316393060987662819266336045365692731838057845785393911764861033666970526038877857569246786897778944133122958635095633007230183154761813874008072047495016299740653013787352990657722872455823354570351162884045032698709346999888556630703946692081266569659732267845431683667665941828956926753384170957496821765830209793553822064935718962798258964915595292501560850066624388281306235410944046751984585030469488060164951932939667748548515783119968044079877186826700184802939980719179685176517307220869124872883715917384554074631315157199758665713474364565130510746902675644469120123364046841419797978841651426789167147517807629155289109117871021178605517324469504551163144505602622107492580694898058685298688185126561918079722183972642760796658385696285033531748056644021825480414596229004533;0.4553571060;0.1280521280;0.0000016210
3170;3219019621480760156223751417928088907424851726725934726267420682174956315747085423154198750013749789739106038522802050999934577023565233180021505078301424362066443931514284973402279647355500278610287548030092397860451576648056377021802869025135259639009367996472652542038008587773933962379844354165785915065710129229481643252914655862693188905529002664552435614945725421577631915532728749302474991522744862128856659586179865479920238111768658274248699223542890889302473165644179541848946823790811148169858349834017422630007423216772758073386902400898107007216444289768433056778589759900261300764865329236274006234158091492385809350581613648254290326365618729891105627969205994773733393188025409846077374313772076215166786046422316933773207057157175388108216434311434620715495664600690016584097063916190370285040535392833204325938935172847913390682259209695591409377030753709793630188892049129453023883005654606034466891294288243493123681847759662954207593;0.8420949650;0.1306687340;0.0000111100
3190;3148606401089303900201146318708903879356069061104535552182990167300281768235331644490359290401244956194945629888555406757426640534088687188207763017262459028863072129733996776927484459350368030958015845304888766410472905210742578033234634089821803188675983874342517536996336093535070963078182253685516127301680764924427739869014817460108451184125636282019413466696795852072900462619374649662487460049617857988594682214705569659806560024317439976161097303304373256758221153266260506333242881847390505309585661973860808231560776343656057404894427471368885841691472284897064376755294256583061908658693912551408691038805351558654604025954428610672022613173133605509183033504370595022845359212840172797911546681191446795836613062240346295692724576733605157001782038071340510208157456657346341314719074573542004812327537945800329991050472018326425055678495867451379298390459318570755527886803883783139309169510538831064638427379131741869805985843423778813364285676367;0.6206604750;0.1299952770;0.0000018410
3210;3293194270470060636747464445602642362723140598330088509990284624640194490359711698736502488852240871387505046626784251494901701010168522200943096391090771207622124902531788482959760183714841793949498157657564500016361298477877684799365921914605932648804263060862978849123023032677761149285542101052504530944307911471976758110200582075747232978941480034977593758711228470288129038951981002829228382637208637243750931398218101201887622443823330782897664309232969006758076863587550794102142630782338970996830140481190094911241326879256608881699485880323651368951836030014997955162758304366965573726433865749626835901133913947749209256395377802197617358814663396322518094647085054944687186186472977961872377143452494299155186765028031539517229139196564294874406819485988454877903146234656812509844125178522752809538522687602551983944570819550304602653856204815942971862043195647618671619307764178649367576080684112454017592120958497512677568223856238855349468285352567003;1.9178367100;0.1382555880;0.0000014840
3230;2807979094888316417645807500177760664924046249723029080195504568632530119366952982483441832406006528886752862816360223149356537919482388073913865127713746915490963731132472251107230987859612089770053609238306355116132198473774728898803772928140652131444340315896587990821879590205498598383329641434549651952224474071693401401355913256497416692119938669019406302714381651594079058086869806773647509268391054273733782360811245257615023258352570149998340401029171900149936962082430452061740232208102988649717271048679808497482681021948713385165650699362118582231893501984064281933761169470567049942412627078506832425835927786568432492343516064137171197312397741010399530460656599963079101905539135163815547883579832171858675374968467263212722586507056172096573068763644340305881313421454734202765436163171088309255687324918790996247055870944891315927581666821742190432302872341278749454983291359892693716334650946949032412130741583722509602661836361292694269178336209035444591;5.9355878660;0.1444173100;0.0000020440
3250;4023692855771066928464555019760681478575996038922050120559630736461870427500140505934903547721499933433460109078135602593520292426784737208279575694865421631783994885198038030251055505858706875582156384339216866352744543739228919341685984113233298991866898340645089720512028731014103000134188807619429066451869126370977846234386514784350113905140919483307011997010900208893165038120311952197992647681610649254271949185864657629344027717897785364115164738938149991486175773846823383081679854326931032357520052549529876908613224227935267276753937645839162214245966394868620671299514458459215486038803409996014376462783461250145419333045407537591443227675847538029799576651311733272631996953202208676641338234937322947292155922847563829033074403892564360308243110128714076187881483055029412769721634426602859097551193108021750899367818495730483688991746479291066224942968862490411084495285017119360836078322402369166263751983797624133924529994213599910443799605227921845696158367589;1.7223288430;0.1432208730;0.0000020430
3270;4371087254214903224827028430325575938809945851753853644290709696006127538760928558412241713641037133421231626100768907626120277602000616670648032628353856929694694731897775335217256575673301956182270702641812416493132388315979079466188950797719140345288139468663249173792606047217814476592985174408332458517681432834670378221885725793766111586718638403280566002580885452782993314567761557568453550270409006403788557682714359157524311177046294187838817193232661997583259786028683497108679555534610537930563477134739250843420473092044614056789719600117389396524269413055395688507273225041300455029452437508088201795558429051419451138938796419599814650535282200210852604707950307937016533866547476598544160139540551340229591233490314137510009210976595742041115323640019120527544827292806686700534432585925193185301598823838927943139496091207427749595845109959433965326799277430098467415132703936774522000608217540597084221233400503693339978844587017601533716533457003143008710351279863717;2.0611486430;0.1422943020;0.0000011000
3290;2932641457357501259257723656796042141310633035040417836308633878552704941428814484398660286246496070767247025407676350392795841277642314719364680204938027070562513307625464717139792379422109933761436224540183360761887836660358372784342970006509081383694155769622848621326062618903323450716289678625701904951513097071150254029672236561220627808936081857463636232570960578033072137479551072535112633921655566981084984606780771806020244092557876031213817848086461540734003296368132580323677987319611496138712989460264102611031357067297286618212106397057809880597192427007027206872219883160823744986856919945971420999128668794502617286949227860845866880318202826095089331578945992824629396843548556730672137087608207426228724340792938299206438592341642602093293452917991533516391807564968394072257365323453675729516385393587013215812665161505007044753617913763019156819018083609501563214458571311756223933153349351663918557282693917526313081403088389306758950747179079314875696139472115938568601;1.4156697260;0.1427949300;0.0000017950
3310;3847793795382998248299316665092965789283764335491608148752427029255020222558263957068007907986824118564664527596579592412648730857811407033260287768692945002551497761423317277766024102402889456738575046476041128341159096576853527417645523725050237749760017522031998770390529320190747847901972808929472813724613205937627605209545154297924928371766891901451119700596579665702350979424835007467273123653028851486180516692183629891114803763971292551325785590466236205991212634054693219554045454364426844128852999436701169595420740123372995544664390257538900406282926881829128166598992644770237288134507442687604123354068240867052079427404564084186064510110752966139424787478756321880095109095944106468032496508959026419190314072995588968088535182804699904304798696733355753474678257814214951229581319210606367845363761912872065590117453842611016790959848957536168473645894457962989894662156630486611700520146932342269114027431687021681701442214332913776898599982988464126754526748186188875423695427723;0.4527338440;0.1443243430;0.0000018650
3330;3180620637613629956856483931837957980406272346245015235647603111253301417027344164066935511006612880032126888013284097089773438210864300226713599442970472976997525355834158419532657442583616851453832683279360011690364951036516401420290283900035378734548404839841599356559681780639733474368620966590550992607954684625274903236944774408148689293873150283255564159413898517472777178281326982762225314583108754000457975738572556678228388905377880151455119324782226166637056445002264461222828290547526499020521736719832971779867170033889438743663414338917097600199445477420110767063193664038661838123962424329038756451520217020342620446645868620381677079353824083960812520701869796920560032445903059970507534838592966472235707145629878714698834062181398347510771847835859374962177695260682565033719256154646763900618481732089610725094202365660456086882161959939663134754623588111441948949993663510829446556130648440189795178164541588671505937314610734880886585393572845730509230459348194934528698777212776009;0.7195221450;0.1496102420;0.0000014150
3350;4724801122509893271278391263095472207120218250678445951799833207407920719390014630688452705635746419342034512636464054950603497069557141809049615358287009740699678228520877001433150072410881966206231501970105120548243227845743073576349109834199979864048781354602907915578553595422276530874199230333813137978243933170697600772869983090304490475679860236372618452189274276225007886499684646317529840315130784411507583199444129152082954276785026196924064304388842811957699801542500905524519880875258060834893697423454607114784941527382746270117084966180695597794896551423442891741977051425933993372497278985215428260976886191256683626758097497050281981509804346809465367048347928779133164834410007291968328015180530969053656887284233227985843863482351482260528988535928653504631947016539147128447528798861974790889317873112200495387458787862449865093396198331252169496198971626963476567220794627068022859876341806514159669091634019666320384752019975973299372741736047933389602707336241629140775452694672026945151;0.5625550520;0.1553221040;0.0000017530
3370;3047738284995692059000984602251191907290262576404639958457682352281636399671488134520923020195079287668244462394533601619872957927617851982541995598309483000105238080573147789991521405415416630503557458500402103914724040852785783174151149081236857133316314674694204750439735753577497897650610381844147911694620971274712140417779814895045090671251103725990764333982361063512940578010166294034133962263653499541802509463748398014741878254654712626348461602197043496803031446308007169705591829400387612770687724311615759263476757214451965976091449210907802028946279372656875735346665227737285314323635849163557309101138453297888378665347687296986204733159766179763393946887872582225294675575822294376777197643574357238665483436528702740115890312938931650200621083970441902277620930036671716984518847890144916100530650801830069506451593647788959472788273073790754527633794102711333652422669934945592404565015664904604549892812331036817668016479828076747243478947614250746264836835287072830833758253272646626167882742259;0.5389929380;0.1517345210;0.0000016360
3390;3802763769715605345982303450926131563355925980315549167021510596373259892804016028859157243156537019511448283415732947697655515709194221198605240675496815754891166836325629900585134126691958305430555012281427567758766213252534530603647158079053230852410178237708509954627301644289566728344183183642930520460535257704315939688921444313888227159521360412540727299667921713442544197439787766302998857818586677060922653369088653883352712923234699269978834294113806333857117827397393780508314695984803417602410708026087654377446516426492165535394222503683668027040673918268726307529658915839649425807248438731916777630221538955985331291843096311569102456175547286386694599372470196619219575870231272442916681502634992323563008462896934604543374860042229312299132324645374427645670131230475916708005849223307815462636384391285129677956826876206554348453916690826723396633671907340742579906404870885462888392695034040556962676777805733882821068261209828258648417672532071108104168922527787721045192078300065669651608992789876543;2.7846157900;0.1519132300;0.0000012910
3410;4559242065901369068786500232483851618056337450933687481631045122342919450370422170712247957172821586009622841811051442381224334571477493912757107163611333560858724679970215938288451381290727210709367112962826498903364048061317395874707425902005414684383054552289694583956361042858129575127198681563236206538955636107168621045036620587778031721860756203111270233863853855795155750270674857959553303008329298505671120817164919480468718963044358983265033831490126157410896911337173555564280902722544823521419787466783232396483191027291523477856128620603841009438518013472098470526279872359848316349375257541814884851610142018021055586550834990748433425624565273171020371015642362922353616394852789412213164037167296553873231163236422971411937574609965623925437262130791807585389145448298198797025065428404047442488472650487725609076476445936304652138751696682402280431684330644429355362889965580817736584593043889234703028826987927384889271649953705841516174111870695466152957904006334326614333907916264886231401865651343362371097;0.4833094940;0.1596302370;0.0000015450
3430;6517759627387434340396977563513061636129474790451106999013812883401474582632064875696918937442240958368537840214771537197735507031328457184953918247919796106688753316258974348659556929798336668955316254596172124196053660389626247742285522175228973554024324382731190330181070775582826328350488716277723435841431828262796286121150350996906710304239392106801848184785568073194982507885425846652251181716084426947955796024958434152631071587232605160993321830875145634236537383608460782458556104016497838845650673985809401328387954316413522806909110849979122168981463237050912877371448990778163331247808511064327443416083998402489760395918999231464875372491476649459585234221823117756992848967690427374253699721140833868036387592373618375834720900053362448613803718561846325367473135756396818751542271945815007019533366399788651626102168060078636024841154594506826193598423926525671113693814441476084561569898252110826553709866999788087153755823406976562963050376193828425593487111866743163797367149772235361942207277887495352454681183363;4.1789736450;0.1644460750;0.0000017120
3450;6133351072886418142669823011727296961774928603154996425679588995586298765659514731978270246567912271009841406192243259930750513412964757111613156461270914024654270599760363987904190878710233456042053898429767117863162941216908208768002629608473676389058273685904450478389521971608960317177806416700915005620701373441256917708048577245222729830328122223134997468299849899735552653392570541405352186710845536662377981514659072706998752988628094370210110298305041009889468526605555106026562024167129689474515031203585071785723450932322197115474504084686113172321565766044827684767508239923124715559775224382223939603691593682756810461294542183709109885991124898288363688925060637695829592257545104460134735457432240258505187284629814335290971924559960563063623087385168013493844332845446349997746287574380286705716076782629963474488305105471314087411025565060282045506483037706861865465820160154432854755950884043914288126645729809317739927873992311136398471312796176848160204601280527189748232954489296295222961171637450052216634857950272457;0.4650295150;0.1674790930;0.0000020340
3470;5661185521581237969419120128940446234697685381816907051035072793058498141754465970581342886745157162985560740295876533679647835562601888142811093913884439384221163136323055363878454346759170378596734420762137387153715835856262739580220865545723265121736350442854401591953990993977325539301612825017082241444886768847086931614135295444622372257090543055298419306298438588970510550213465812398093890712046324615891140218345820876569559915842247260564068913476889051827236469325479971241933937509304479243216270790527357881171626164124976950729818770991331436613753598314757209379964125704095706726262323170813595355090670854251257245955830284783037340833222230364490668617970692705975922578772697050838295128861206139610565827202500179846680835890313305256488943440833875861472939857879790440633785174132074122016754861686630456634488679718076176194616051129387787538570275410326248163781188175774486549137924194631421753563810615981108049383640924672882088894355531250754268033204154126166660643943065338202582655316444974845665301799427213251059;2.8269636680;0.1716550540;0.0000017450
3490;7598589878941293845059643755297916150990973520999274002192731515229448090700016278804070250769478645120177950570633574875362320525989796132611701074962266181443485437168090474608992325926532621205115012066476645470363849794572065253243885402992521920639185335262003767019707325240445928816625278792814206067849380936422130836006465052770644507972129235624293679440453177998749845114806717088759413263774637736919794129588865020786001642429377894397023976345688578048083837101100514633382793723956768169802567281346642251774299518451986905919511860013937576487656785518005641700619393950136240812480513564515447085260496148091555823537867403553059600600752460073831428127064005888785908540690772234406676555909493782725440488414700202811519088869072010007952919922303809926358652844762796094720336955691539376337481438372380891572521415250127488114898696833546920813980096406826953501049151064968714155994872022686671072297168628898342810952897570079831271244583318076862760231865348195095322615920640444873940660394379776446057798809427161176898265083;1.2977487850;0.1741144730;0.0000022620
3510;4819497404603992815918511825527563834649834657593076839362984793431997340633577752854744727939747043782544887248645238216841516001788808564950437153271150531260388243560094049067120572316501933662657153585168907050011606245351736417451941620203620214288162331363232862402972589225252271687236689499716975594596952129426690516071106966125357490607158127090085211721800042628805957562010616159495943394113957712178061263970078228906061617550857034717554025751493956074415707931528031203920684701997929737657825386611593390718152350016966242582334582665090030146156716704309722842384264381262344572812247166207495463634418082271585627079508473751057049219349582925470667573868819953946705106478683986448564656889485370605777953795850727521389961788227663512933920529258223947338666463563363546727590221578233460218774280278325591959907610071736411530002729220708247220787267133710616003545861512028897450025150009304014635604043186551257331874303574665264117967003433211069183441284061758813954751344549555388443797300874645102686860935311146625096438719838289;2.5862408150;0.2007847540;0.0000017600
3530;5839992100907266260552631271452264704675582432433927719398522062085449310700583154943060877290513118680799993144266257239738176646530087685243550739553698016835902004296170102689603857626270148548980402131105288537739311833673447250566205556599158937137948615946375438622015529492379052801929047000427134526087041498386588004064992915868275949473208051547321088669772095172183764042647745834029576527097556816663262348012440087251529360647571441285984074840993256691578020132677289478730941600098788221961038139766041312329498402323620747089086338705803129589522384956458244911220189789166686717289398463188312883950365959388698887573361457548096019195938198481485419225361028874466360346855148071790407497755982365675448647252279530047374487207610376758438005449836378523966195356088384965852990949466472947734937863444249741801991835269428857791493575812316817664711532371259251385663599839321900880791386282913203975034755612407772228096185778980576725923755323235006271863461442985784791009757362011484128759027818968377557620479909830086533736339864399925169;0.7554580070;0.1798822020;0.0000017840
3550;6422624659841650202579656820376047930431724576693964302626823952240975890344988699060473459568149360545317924303171478274592090816031673699880801817759678572815128981524979865807355162501243062083544680850229368204053240362390187960209711923579741106413503852721581719897101394116347202894351907647019326754195514585876432754115411370019805907503653564767300767490658121758390559759224689998513540442554494663646066878008536611333413925276526004611020437360065331172538143038509729111008685449279923210565551964143594722692698039826687196934608525389818805981794814499262642821889797866242432568832150090008172762844146144989274091198625450229666632259189260342996224298644552159311833431108201237488885813282103783671351765291172974128299085957624688592389133651855179447566422139020124896688602596525946884895841044132308470161140987854278329674475973180486064996689417320956372024650919708693732020855844482396364091588532664988357205025993573904359674647840679057801799977339441799114152473217081396308817664567796764576377753350982850119843126392161349397797706593;0.3936478210;0.1815670850;0.0000022160
3570;5184912263828284759903932350895741396034244019596879991003404103824008053255499175977273320699706197806445944436285200442309247039612405923136080007097479698321714285736520486980940510598972351214758370849513704825961842702385754814519947682347358155866866880933288061876292491025072641448364069940698821138792667583001413435402103097633218878392761382023498139828796266402635704739974877783272443089498098301617753815384424558883575616839694518808270162242503940312479697453922159863937656726364068176441460854787725346078104678943935340975543717530503955870779778083350066011167580560361745841109591787945815809795068317472003712251919570721589171005116529815180364165345533649416765529499629968008682647373097147967835671528207967360019478307317273586914917596306919431198831754447370402465897361883035830125964199904659480590673112584247606722589022560623847232506224564704491579085108257572608857386968865701152894648647994818900281934410583361866545364691539494341043141101646188635593909296781233999890464063714630346568134689837365995597680297210147706426458032656989;3.8833537600;0.1837258850;0.0000014750
3590;7556048801214220235970243178764592096528640864309642719544330064081333694330242597102035353068478449670053889795895285280766882486009635936488697742306272291624143667711690223629310408000320747756248394198501392037191364575534360862405146115884264411705759008169196510298340155949130419353387219687265417736116542394181209345094374618348663992674695218199272419134209753610287526461973439777653081462747492078118531693210750780919798713826165540442163134325141288253617950368225567784939306302035611244681237134166369714239503844795586917567699586486500858173463060777351069009303999835243853718812657773036863227431207622810628108406132974998933867575451097976490824212597259649071889116846797506179545908039805739970903931865156393144486471191006732896888027003291219090560845133700919425840508796991289444277001127160114013147620360170611254402625893226206643693922546403649496280462749242063371411239284969991496718491921306006919426192017725954571485611574403641737134618174536051262246885315751635349096011838080124743044166750283614214387731402998915099534378558164084902413;3.2938901510;0.1831774620;0.0000015860
3610;7797703504706180666931981116643126200873847247499350154325489651037139487465070170675132479702684633694791379415997647126656349877535559435654823868680794420863792182481253394756676218628003118139468060392273570376995433170895001949971841271626585681407451207238515964806922327947510148564835705559201601556045966195721386477855994953250714764856413809544157659545871547942780966749231140631350018841030296966058379800871367232088795077789766544107277191544712089121768551806248006856503625297884422873119873889431321435796218237324717827834422472073137385763244113141716273493103091186674116395179970040391789749405391294562098323695783717921728677101863424899412693545127064064105275792985315172565988239675545967545452669175064395708135431636328080414716321821377084624330105477578423643623679258962063349978617752372951862543722137653489850175651096132331892508107148207438973424272917855694904675621054344819701222406647667361050815540620344027430276164429100567980590390993102170414989155781296261194275964417263148174648381991318428599833229306930896200834193875449560159459386739;0.4280802500;0.1849430530;0.0000014300
3630;7698987010977606364647385851010898928644965661998694732879886826019386165155697765099058158138373857449692414255136004661128904413301638524133021073872451728220222731027422138327400953155313598805285076715774329932523120121162673368595090287788367931337641835917778952962538373584990735228998597065691540624501344685336552520482048997627059562850646953734372363941282823536508256271266626253714561867455234537090787227398919467206587751819960712644470407716186142576916522291959291947168999082737189839036453932889462880042073905256900087685170288575844357957325980376224150623333105585387234322420731491925284247796699710425029600759610486345770559595052212068382805329414348643029993226050066509411097747746417085640111673145739172925948966249293885930755559868320392896663595665119689759610622223863310021071415205876847758755229018539922096182058213392662577356686112015262560724064958403837336910748722041660594644953283750257152808633156657119653521792522530282865693666186935989264089244531073978833467979716694636036218660495109976768490024928198497764694101224329471247682853319048047;4.2898780240;0.1840441740;0.0000013460
3650;7059803288929607981762383878599026162177462142352760254502019662206341460976380843432140238718236802200246866305750413777026898969295583628532281667728387835373734156089385863182461349805134705616127032131710268205687095033620986725621793692367280598030786538063385348951398366024300216486890813292636815796831023979941534874505896180435756349932591387504637405324069342253809551140383508679307724826178484022745668216704729761967295786952495904092582027256302508749141708446626857708587581851872973529581066378301950677918679928877681328577541213916149524151836194241135041140910390114642018106993525091213112803582972541678858978746727927597303370587773700044557565263030585756161713178638192728151871207688079033699870763226541676283494501432401825400919763022557044489547463890794989774614289527612301683432855308287794113844535214329610667695463168873029263896811611067652008606765874694279233637568485851097479799806836541809176475510847287690637303745040681661193064407436327816078401513910587750740017266345807118292766458457693739887233835450420890264003805057646684382035728574601442209339;1.8178201930;0.1899616210;0.0000010610
3670;7732935933579056791704310316869797476190567262803190231226781762949415947865445555235387576809125812180522012918169743216633037726084741475120267807173400396030252153677847821629128036075160474446040478104109472516334607457540937596602456663231836339046901246763630581982980127321122241555475709217089344307574521537229684388627932740860044426971438195683230894944648332872804080558807737908139681551740751318305543502628518971118445191898038457118665387658028214092144281696663330048364634110231580910838770622046380911908226671885554866415450127983439218750959249996894405940262789847958134508622164507099431276554891362686134144060914921279883535596329512383294264013834331391010924946217338939435542402498308423043101940863884099735818493779826479638734498828626769539833268959314726964313188048336820564663034321481293287969058417065661390177360040434345848992573203308779662660317585158560236032734372011012815894659294990459683515272400142722061439986430470611280257024305329946438571330270592120250474803261367718282820919765596674042165108072241168408107016480004197517334617466738592223507323311;1.6804856060;0.1913982520;0.0000014810
3690;7622271112454800154165459373298384311396559704198913537799026053231039295597353687058516064641606739203991213624924225597767768828862578722395011984027874481846298827652420633872064380337214599078228697144224085549584154562166417855997468068575561704580979946091243215349180912491137852923789803861870527319708559298228262117934967320346514246310025348322965455510672373705997050014163701952019600204303703122771469348401881222384179068041128921553030740913158400046300614915154654636385406528088207218956257008501659809639211249018200402062545975478699955870431232144640690302006596866859187180169504704028183129309689727439983543640600205304693984900397224588337266848750132101636044074314208719009558620457581453812592877975774156602198184120721116443203948911771147563084790410757443596428570048532556432036421833671088989626116892896140254122902772165597261943278310615265879326476536258069520946130531360491216285789738789464804343800999774876471618157507153242881174256073831419423714300659907604356277276336925805421823716387143342076256673332156787476001932280868274879533713012049712433765716659430243;1.5779032840;0.1971095450;0.0000015900
3710;9837938832254689890655927757154488872076618477172255387467325496837531673888776363000741206537828508197457839440135082688791636083689394520802855217701387858733096377644694946858057174009131718726512518159044306223903184602231937905409798439692333135115327665840540778318996149811108837077385659618431600694247116201522456557291905703212853623984675945241669871649028407237603490498104053008783527946982961296006985404482401227561739327882116055628798177357772313114578209317285052969559058822144035977241873468152985867749403385545356821172259643451616995482257737336242383381184938379428582051659095932430458295442097455614453472475231689365501050012214901924116307337377696914459644580429106735609223357956187564621446234762055952385725203278252111680421950551830378927937460680814626721507070893492706805658453409489633601756659774901177551935813291708610237957300030935819825564745312700818185583944076471885717594349087302276682361416794880409539246451844931380944939899632535237265079896114033351672851034019051911990675956754193244167977619547529099835704906266947046233165329917749216217448657515864108053571;1.2816521960;0.2020737080;0.0000019860
3730;9444330846246288342449880368093386041955825481213568488940933167122847440658189996661558849228865839494959329308666295679455182635378880253881886457009236508343826064294895614777487384871603651295880667734999390735825100233356316355349776941957219347152956071789883064676556500492751445799053316453065773164951268055915577851798457995629918867861188923727930386547700633016853487171784118119060814521960240355053558251069309764146311757082272654612331080303314482119726411736185602262619182097971205495695137551766956917083696269753510904654068963785863324218427624881371752236664687631387093837770891499907579357531480193297199881834770515777451741808887185738766462965285346468832747612973562178948215707593788485479594488637362758096934824891554925174520065261104349847476278057726136379777143426050520686124839534969805350517676073350255959217739259312265541848636289627819586516455890079924185728294539064590506552935231237954594659769460904375147894167330597209571162863286036792743170574237247476020473041264439232891522786143637323914163732465474830000369601737107227310398083527064386790926764006407259802762858227;1.3069682550;0.2089790230;0.0000016960
3750;9343172091605959901978882913905663343512018814339812965907372435414711340230898523076743927340392583667603616807558929113115445992874341920214018923489503484916559288784555825254898935698361712697243578584331297674333900013554109680552902473202376577361408702513216647147205114180913182141987433199025005118375938074281146070673471286981595198857075549977837963030111361251653878958426521470840173181598286129383874677012646049971708131696183904756308167931717473762640710631719074730872904066511308864571310316518577342057906652829350070677818508568902407106425219138703244134311236945395647987226183831628270022489586033235569825883860922215381369710959983715885592351467695636775973496616554436974089658769540961838385684340117737944175829998121774419994808967278022833943663227184018184461404553628908197964219605802019106194007397144337679631468553158021783012948898015964534621960487431369406662451292132323111686467081605619184466742580767349026067673456490289589993504794491374869407646154738443598391075999155547655045834987474576918032851668220138376174470041989647105166980726938956376034484278055062066686082466470529;1.4116422490;0.2094670340;0.0000019130
3770;9927195121213931887997143823032967109117330198996585525631334056908993508557605011405682829041664825945848081551364328208135254288427062804554001148073010454579097453572066146982331171122431705820124889740910332630912631299238726151034799296060882647721148374117828457172389549042593165456382782295267238719643463049542789452542065514243939250611393523320310975144548851063306158414081370536030922676493226403281036909906646458490863178356219674436157562176067055946978249300997548174179759043433415818475926511838419898432229742908221703719334864240033775924796152317735698652792308555000384248099701257258768789829017849751794441751847755572700053318248486205862459818043644774744850767042695924438356167891343843110279064668584786239524878976904717242378597545434838710329795655937013164795865474531332866481360778687908427073644597963438068415830721669922725339352547056133454118442651432914657587875151730753487026648211310161899131412739302102678542312702645887812617744210233941978580241221814736661453946943908241622930511335235814362347672846270593335055050902422320520357137324460687964049743927854320683758073908950964840381;11.5421326780;0.2124832690;0.0000016650
3790;14175130953132314108196997423109775802716698772926147515273917502312910755507321856892151669522671760508085862485083826174836229943672163395608948389270318565734076743799245921468058955352468693391981243214628609932648921698062244434089310701420568062672987162220533806815827279492779052446720771182761230097403857868150186645768342333276998635003210880156019901549207802141584957420570992388772100464038872442995522111620964655051247564791926138166375509221739469824800534682128171163437862234987349082830244705652182842605766278830463024776947191341822717751079763075804097086382952097192583798362083130452364780556195068676027252660461489170891693775337026238093815658591990303572563714646476329942926052171645329468313562076772019606886926727644984445269582839932388340147817760961067343161993829480270343378311538659389549206810701845369445588835579814247879759764527982054632472508594121075101076586484159616959208498610195208606078358697737681654756545955121500730270861414511734179547559269587300192173573439019190760782588077298440310755261911930588282366917456508456748231855552887356348530031035358380035373174382666769415371262957;0.7756705150;0.2187521830;0.0000017080
