1;1;0.0000050070;0.0000011400
2;1;0.0000013170;0.0000008940
3;3;0.0000007770;0.0000007000
4;6;0.0000009240;0.0000007760
5;20;0.0000009630;0.0000008680
6;50;0.0000010990;0.0000009180
7;175;0.0000012050;0.0000009460
8;490;0.0000012300;0.0000009510
9;1764;0.0000013530;0.0000010220
10;5292;0.0000014200;0.0000010800
11;19404;0.0000015160;0.0000010970
12;60984;0.0000015760;0.0000011440
13;226512;0.0000016800;0.0000011750
14;736164;0.0000018590;0.0000012210
15;2760615;0.0000018960;0.0000012340
16;9202050;0.0000019810;0.0000013150
17;34763300;0.0000020840;0.0000013530
18;118195220;0.0000021760;0.0000014460
19;449141836;0.0000022300;0.0000015630
20;1551580888;0.0000024670;0.0000015820
21;5924217936;0.0000024330;0.0000015330
22;20734762776;0.0000025110;0.0000016370
23;79483257308;0.0000026140;0.0000017600
24;281248448936;0.0000026870;0.0000017510
25;1081724803600;0.0000027680;0.0000017640
26;3863302870000;0.0000028360;0.0000017880
27;14901311070000;0.0000029240;0.0000018000
28;53644719852000;0.0000030150;0.0000018620
29;207426250094400;0.0000031410;0.0000019240
30;751920156592200;0.0000032560;0.0000019410
31;2913690606794775;0.0000034630;0.0000020720
32;10626401036545650;0.0000037320;0.0000023900
33;41255439318353700;0.0000036070;0.0000021490
34;151269944167296900;0.0000037060;0.0000022750
35;588272005095043500;0.0000038480;0.0000023580
36;2167317913508055000;0.0000039370;0.0000023620
37;8441132926294530000;0.0000040310;0.0000022430
38;31232191827289761000;0.0000041200;0.0000024530
39;121805548126430067900;0.0000041800;0.0000024390
40;452420607326740252200;0.0000042760;0.0000024520
41;1766594752418700032400;0.0000043960;0.0000024930
42;6584580440833336484400;0.0000045170;0.0000034450
43;25739723541439406257200;0.0000045830;0.0000026870
44;96244183676686475570400;0.0000046950;0.0000028400
45;376607675256599252232000;0.0000047170;0.0000030590
46;1412278782212247195870000;0.0000051320;0.0000031230
47;5531425230331301517157500;0.0000050000;0.0000029590
48;20798158866045693704512200;0.0000051200;0.0000029160
49;81528782754899119321687824;0.0000051610;0.0000029830
50;307300796537696680520207952;0.0000053870;0.0000031390
51;1205564663340194669733123504;0.0000054110;0.0000030390
52;4554355394840735418991799904;0.0000056400;0.0000033340
53;17880061920485850163449288512;0.0000058420;0.0000033150
54;67688805841839289904486592224;0.0000058030;0.0000037840
55;265920308664368638910483040880;0.0000059530;0.0000035130
56;1008663239761398285522521879200;0.0000061470;0.0000034070
57;3965089976993082915502327387200;0.0000061050;0.0000034070
58;15067341912573715078908844071360;0.0000061230;0.0000033980
59;59264878189456612643708120014016;0.0000062760;0.0000034750
60;225588891172770331998630908440448;0.0000063730;0.0000035560
61;887801442679934854962353897733376;0.0000064490;0.0000038760
62;3384743000217251634543974235108496;0.0000068580;0.0000037920
63;13327425563355428311016898550739703;0.0000067150;0.0000037350
64;50886533969175271732973612648278866;0.0000067900;0.0000037560
65;200462103514932888645047564978068260;0.0000068530;0.0000037270
66;766472748733566927172240689622025700;0.0000069910;0.0000039030
67;3020804362655822595325889776745630700;0.0000070540;0.0000037740
68;11565365274168006507819120859540414680;0.0000079720;0.0000041650
69;45600583081005282802258247960473635024;0.0000074560;0.0000044140
70;174802235143853584075323283848482267592;0.0000077360;0.0000050400
71;689497705289644692741552952957902277724;0.0000077550;0.0000043440
72;2646180382462960712683797819460057390184;0.0000079240;0.0000044540
73;10441684752421412541941472476788334566672;0.0000082290;0.0000048500
74;40118051943513848187459341621344653861424;0.0000082960;0.0000047060
75;158360731355975716529444769557939423137200;0.0000081400;0.0000045020
76;609079735984521986651710652145920858220000;0.0000083280;0.0000049990
77;2405084085682471434470857446935174670920000;0.0000084510;0.0000048200
78;9259573729877515022712801170700422483042000;0.0000085540;0.0000047170
79;36575316233016184339715564624266668808015900;0.0000085700;0.0000050910
80;140948779629672125016464858795954479796744200;0.0000087850;0.0000049100
81;556919568292850835430909929876698188465184400;0.0000088800;0.0000049410
82;2148118334843853222376366872381550155508568400;0.0000089460;0.0000052860
83;8490181990097134164630402400365174424152913200;0.0000089710;0.0000050440
84;32776051403630797007642948801409743125799618400;0.0000091610;0.0000051020
85;129579738107377569565100030145108286776417096000;0.0000093130;0.0000049230
86;500648988142140609683341025560645653454338780000;0.0000094430;0.0000054850
87;1979839180380283320111394055626189629569430630000;0.0000096130;0.0000053370
88;7655378164137095504430723681754599901001798436000;0.0000097330;0.0000052880
89;30281273627031177773081529230051528497296002702400;0.0000099870;0.0000053200
90;117175363165468470513228526151068958098232358283200;0.0000101760;0.0000057830
91;463606871654679600726251994771620660301701939294400;0.0000101570;0.0000053590
92;1795243630662801858131443894647552344147016020246400;0.0000104840;0.0000054300
93;7104581176665556289626565200094568851305212335443200;0.0000103430;0.0000055720
94;27530252059579030622302940150366454298807697799842400;0.0000105390;0.0000060060
95;108973914402500329546615804761867214932780470457709500;0.0000105900;0.0000058780
96;422551912989286992119530671525607568106699783407445000;0.0000108390;0.0000056440
97;1672960635100442376963039801550364657402035877164170000;0.0000110230;0.0000059160
98;6491087264189716422616594430015414870719899203396979600;0.0000109040;0.0000064500
99;25704705566191277033561713942861042888050800845452039216;0.0000112090;0.0000061050
100;99794739256977899071474889425225225330079579752931446368;0.0000113180;0.0000061540
101;395265437841363443381135836546970500326981864903767689536;0.0000112300;0.0000059380
102;1535454200845296453134412288124770020500968013664636024736;0.0000113090;0.0000060920
103;6082760872579443641263248679878896619676911746440673482608;0.0000113310;0.0000059760
104;23642429051912554530193004302925522710442336222014693158816;0.0000117200;0.0000062820
105;93677549073615782100764734030459618286658313332511048365120;0.0000118090;0.0000062880
106;364301579730728041502973965674009626670337885181987410308800;0.0000118430;0.0000065930
107;1443713667821774090400674604708112224212079767202690848260800;0.0000122180;0.0000066560
108;5617358634797448279013533916500654836025183094206833482323840;0.0000123630;0.0000068380
109;22265166952469885905908188978129868259154362082492539984483584;0.0000123730;0.0000067170
110;86675114207829198705142592807719844294565195249703102082453952;0.0000125190;0.0000070540
111;343604917038180037723958135773460811310597738311323011826871024;0.0000126120;0.0000067360
112;1338250729517122252188047476170321054578117507107258046062550304;0.0000128150;0.0000069070
113;5306046752120519806921030344113904532186922045723514358072567872;0.0000129400;0.0000074010
114;20675285620331680626968152720167972832314558316095073188351729984;0.0000130960;0.0000069680
115;81988201597867009382804743545493685369523248494859772988291343040;0.0000129970;0.0000071650
116;319615023178125629797374423990907587033734697522334708259440828800;0.0000131040;0.0000074030
117;1267625685147142328348908732438514836710066427461463080215409388800;0.0000132420;0.0000071990
118;4943740172073855080560744056510207863169259067099706012840096616320;0.0000135040;0.0000075810
119;19610169349226291819557618090823824523904727632828833850932383244736;0.0000134550;0.0000071970
120;76511808280587827099257591895345413716218445518250204205277167413888;0.0000136270;0.0000077210
121;303538649244299248492136676043829346218440390416664744552083188756736;0.0000141280;0.0000076320
122;1184779888985813195727372187138817770723589910981175293251679543211776;0.0000141950;0.0000074020
123;4700900849846936228208605774776599541903276098409179389353438187582208;0.0000142020;0.0000078090
124;18355898556545179557766936834841960116003268574740605234618187208654336;0.0000142530;0.0000079660
125;72840867287877696657805304900166508396838367360081766804040425431168000;0.0000144940;0.0000079950
126;284534637843272252569551972266275423425149872500319401578282911840500000;0.0000147240;0.0000078390
127;1129246843940486752385409389931780586718563556485642625013810306366984375;0.0000147170;0.0000077770
128;4412749205552055924706061308348804138869463743805434257746274120264831250;0.0000148140;0.0000082270
129;17515219923575852747294827962369099505051102244643108284592903431205022500;0.0000161960;0.0000081850
130;68468586973978333466697963852897388974290672410877605112499531594710542500;0.0000149880;0.0000081450
131;271799542230035202549619189840289635019153881388635341507195110269911547500;0.0000151340;0.0000081310
132;1062857911407003329373137727435162453358482342146603872759479386428609335000;0.0000167500;0.0000086490
133;4219704543794968441988875156682883770050094074790994479910768907313583330000;0.0000155390;0.0000079580
134;16506491303668553023074129289377162982843015057270654877298007784491370085000;0.0000159310;0.0000080770
135;65540480176331019356323748648997558902464912727398188483389148556068675337500;0.0000156930;0.0000084830
136;256462748516077901829092929496077404400949658498514650587174929132442642625000;0.0000158500;0.0000084070
137;1018417291208773117408282067853988533418263861283956728418636675105641798250000;0.0000163840;0.0000085390
138;3986376254160054773855275522742755116522918542740059194095806413984940753150000;0.0000164270;0.0000086700
139;15831608552235646101882379933178370319905305069739092227980488329825907562510000;0.0000165910;0.0000089010
140;61988551796077600229905656639768830266671476188555882244768672615374680315180000;0.0000165870;0.0000090300
141;246208050795688496687794298203025494861990933593982518211616417993459997871560000;0.0000169950;0.0000087990
142;964314865616446612027194334628516521542797823243098196328830970474384991663610000;0.0000170540;0.0000087550
143;3830472938420885153330244162552162849461669131215640057639523021606584827997117500;0.0000170890;0.0000087460
144;15007058361484563751403422335478336643096402349694151458697309372321688504207885000;0.0000171560;0.0000089300
145;59617081162061965587767020236831748308191187416593204424961913944839584468771050000;0.0000174680;0.0000088760
146;233634507256729324600708592820016310937506004740703098422148041135182155350589250000;0.0000174920;0.0000089580
147;928223582884843532873085490393037775886848180996847445082588163428966941528016750000;0.0000174440;0.0000091900
148;3638636444908586648862495122340708081476444869507641984723745600641550410789825660000;0.0000177320;0.0000091980
149;14457515474436784284813647286100413443733074281510364152635682519882426965538240622400;0.0000178930;0.0000092080
150;56688679097133706800979827516551621134637580735395901545860965670065305733294680335200;0.0000180170;0.0000091580
151;225262909043873413867051419868402494508691439238020556142763310952101609624407808700400;0.0000180070;0.0000092290
152;883498682224022999842201672730617575865257333115353350066422336461489429955469587370400;0.0000182630;0.0000093140
153;3511046711175987505866411842280116600191801869263612014549678376067737215147710308251200;0.0000185520;0.0000093900
154;13774106328459643292245154150483534354598607333264939441694892090727276767117940440062400;0.0000186770;0.0000097190
155;54743243100288325905076894700639687819558567606565784960582263437505843561622583800248000;0.0000189540;0.0000095410
