Length;Fraction;S;T;Time
244;0.0000000000000000000000004380379460425775279084697846860696883159496075679025502352979002953094515444000696276508792963177350656436844722182019404488913978627713077418551377970064947038970900463840049705148787968720220396567054737652239062616858;21149689940209514671395524183437552007183497592172568634258896596990451633282127887080668014318954;48282780364771761674994105578821086057217071883144265137318569430296928531900952878553914045766118822386138201351244685231;5.078125
245;0.00000000000000000000000003888027188998052306307161605971448533490091336122484782220463993311284249880905664293518803383107317062187807960472694653643923568773912248530289186047362497358293265520522296404456667767180854370444179296649574106917883;1117737702926883730242378106773936945894317336968998807827098445999948718216780187290779103155988;28748196671302744252896474471186676074691008016059962230724333492087916777176169178530943070718553035570315977447436904907;4.593750
246;0.000000000000000000000000223639566663277246345169716577552880399836267039947837422004288288478127102774170752893099361256593395279649590349903399009537296718467837252827327635955666051465018293122694098636194646005176260847946321744397523730051028;54666738426351152662372404637926388981488125622910633710865202580314984657863434827767202358922439;244441264316435062181419016581499941075475810913105138040192463049179612000286158602968499412355462694315311394449808966957;5.234375
247;0.0000000000000000000000008716531465354130522137459570131837221161981193925561788369413810734045871875008042808447928074310593336766173008210343243066464727688905781255623608738304927331378490126091046414107387934485645447025753252380493908902125526;1288441232571525020044287000054045619762197796946085838679633056127002100320070009768898190282253774;1478158184471349151582999745739095174844587003533421856065120445137740291530243086904857401063138326228902300564799183896169;5.468750
248;0.00000000000000000000000027133532305639882913865701070200412078590709776714174982849899030758611164575755253313721225553491471164414547126868214229574698490608601953723731559991988455645998453422368508585638448724780177364638117660801767757433874470;1870417290609758003653668116655787291651399045296869431616341278029751483667894932351573046656412889;6893379267914113357569075102659938684322674120368437225829146943636500637943418455099725788341776509520611975123858536740911;5.656250
249;0.000000000000000000000000773364530744079206279013922637219728828874892218599009751249504578025204021095200303179188848793585887583016833514678591995109589661599993421131488785682733927711595052739751639964540311216179948115150583348847740271498214193;11462595128323908785270361920816048553382294087583461038393736506545770353585771449987544628228583607;14821723356378101067771264695336236195758256740059947523072387779157702610180098413748139334530788968366311839626194506106943;5.500000
250;0.0000000000000000000000000230821987777429701823457157470995314741878993010264195257042488025910222307694596558667556785075075336591445034122182627587454377346909492955377057947237442384043688455726443606203268758595309120495258656018606347710273001180;242746771049331180011313548269791466207250603568357549440923929103707389671452649571836183201151007;10516622501466366393459207699401149934872675643133769580962419565655929194599650770356041915144020908422013371575161652541927;4.906250
251;0.00000000000000000000000002572312875165252036202089906176550601490721023642813487404677923443750736126286283963247904173066865944197245229866944612440467913864116851482411300771476522519504702956637354965308345156015783492742565580804375220237520596019;2566784928014329069157542074129987172617893433600232815763425223200111561003372228612466229798442344;99785098181317937950555863028157980752782691826623725369706161054037505183260347685938212236247416600155199316453385320215981;5.468750
252;0.000000000000000000000000030229439618384412095929373746934040413927397239779979312948783506023040340296076979496902364790836744127443244063278034368347697146826955589810856303480153546646048795055223468706897975299729623030681097007444487068500094829189;12124285312206485231519586126551102358656238605448320368312483319541463613484856867447848998579673816;401075423999356883716951444634727214715765406310737234582683652137565277492611614045531026693515249448860318524699149189444675;5.265625
253;0.0000000000000000000000000637195361003777694475496658880114553124183168854603722596849823467206936754058506902798990892066079601625153425717603405418914649674099770414413615675533414689040069541072817252412443158300372200444735499041124416064487922682733;125163554263707596591591571738392763726554797074124005197663579856413680332713105530276515534240806737;1964288535725318132010419268596400474849793050205720874668398871998877111309973202915107349538219537335855620764121343191873189;5.781250
254;0.00000000000000000000000002933091527054427406100469232377536312803490899645158368791410814013657695736616523459418730699339380183807992494203754314640577079067856270349558080020592633556443202171401827539340135794726593352114041585170194580093791769152055;55738214325868856964179227316188614771582079576030957674429834883725130292274833408738211767957939513;1900323048624542987924410921693681950809236364745172289064865786242690754990624084397205897116795300889966641325983392115311367;4.781250
255;0.000000000000000000000000030185165600774042930223959135178146226350485269818366395831456748239402314359828196001688328981966965416829441949645786440823212921204274969472707180048607264076815926217685647748459022745782647546459283104281102672441158639711128;561148800940083652963653331782762598681688848811289040449040436621501179584925465548278843901627767097;18590217736810893174399242324747226357177875359495239673133695228286159209596962483404621870713534580003212302318694263639722127;5.156250
256;0.0000000000000000000000000792259413209952615200886438706759673205752445002740654015886162405213105272350328747960449684209610838315413373431825619266399735973511824765227008394032025642070225833953236841318597620906360050947787186883538036944654196619732218;3325281233811240322642808217319020015662940150774187926669556817884341084625180374721347050687209026595;41972126532878752297396400421530945356537807766698662242448847984050137507659390833188833296978386018759024998838389698554625293;5.000000
257;0.00000000000000000000000009492039703402096942499363933779539311666996559047885051866774466946073602719425590801175620071843538745505693397968088448550886445383080111608828593999168340194649755849114449850850741183795243417130867881975864366350162774132662750;9097654711079108346616255720041668715530714341218932470598629825384710969308676725151029941247992588055;95845097527545794125746090180086970110061935111637941437048207556538055659803715103335759235614692413936195843539072779376483744;5.109375
258;0.000000000000000000000000084575939398658916395697825218048558363748916270002204386218368831721067013483073838171987408938880063019140198185630382894995012834299723105687087277602796105536078960474038444939741557612625827733960835491725383463662533984797156024;34306648886913479384320550257933268767501232087435537981450099476041721116533798043769798656460464224709;405631307566150011693386721471475107407201238209799801444929157025040064776662914894491564309424889146811588168289878515635625877;6.015625
259;0.0000000000000000000000000004171807728463570579178410272237683647639443950192813426277385168915389841250574097911053515705507707878020967712301620431510830578934957499387700558814387590631900283580312930562683913097888894605005425360200474591707488625553611584;705581958038770913036198306407928042918672650558178199737672722136688423840706839633314982138023193575;1691309868440722068454530810908202480579832996652467042953289622804625723795251175313006178857360268354894654433108101837444361754;5.203125
260;0.00000000000000000000000000668014911076614806251400056880298673130101203450487660638501353728687594338252961502908517661494253384417659627168321407425911372663092411328820827563656423319246202014799015173974991876339092012052608271211972601910094662222826938820;26050959921096628350080491839979538317069127518115920867582538880239658073302964852509509077451152866767;3899757249297214697840255618620311247407189813392065587859243445532498121378238248501672775592627540227991677325742098245241974824;4.843750
261;0.000000000000000000000000003879385507292746513075454510674312478797189826509256424060994305842982347492468961131419960263199929387984175464861658823132812340458863431239798455883768202093500433189613634842812726383283316554022506430231153218912817415544742578001;49591508618882518577819078121040362385026679979330838371611692479194057547811059500978275264196673269773;12783341208461198701278824814090239287053799893905644481485706796646714294987412240587991007604608428093878651824535493580628370390;5.750000
262;0.0000000000000000000000000042216189500796761158798423949914342758506824470622625900560313728299838659783585471999305586091635881289410475209620128544456528224288955835671212228261285459131354856029532639690305680141763258557747308726512778667087449073247979653141;185036185514844480850135884039521347825840072122742886851645504214479400432335006831310512705830850791381;43830622257215381106834474507447227330807151314451349818650751143598624936220565012634166074615298325833123208646712519879671254555;5.156250
263;0.00000000000000000000000000594489207776135795833757691527423057494596104578644603404641005933763906478815306347489474421396705504867577267283731532911451083023781729785721060475775022215097242462459522196085146933696109550168201965633076009677506751431121748927660;188917695273701809516014424879584305453833668639628461063099226006565904160432489917919213792343298378764;31778153884475850873346737795944912155091784387730568447766162884799936937419145208991307898060129388211964525382830902514510605931;5.671875
264;0.000000000000000000000000000959470434557310510204669119845017178728020516937110079756360515282195969213128556767455280318413578619027837353344194363039805227105080386734219299225868880096168968840434374999904459717191076219545444840324024459047267189363960739096492;365695767099366961511405924517025990276937301255793850280978123141457773342110036512414067212788810201756;381143341084913275848019180644973749225650179445676863953343746227246576406468428878827905702151072311083796398357496267069202306147;5.843750
265;0.0000000000000000000000000029157724995898547145890713123988967376077374685385857243899541739889434281713194182070073947448051066204296405724136030046475387234588789683960244522406704483328080177635790417478469563537849906260100031272024144948352721319113584314778607;3459979885141448546954601585074677885061032579727669032009463223225954295121637892330206771011415202221166;1186642608649386884045265302258844719306856421079086045013338249035569899246785733004745431881295880100197355385916741670373237148487;5.937500
266;0.00000000000000000000000000455620696032294129842532911886401415747087765570443593673103700483651161340044647214751601613569664275752937177165137014927765832674935091299706593454807718728156386464453474153076168062692916098518466982681946744536392785744225121966319004;23960464824724276055474072553984418322268501046216793314941242559192139131719049462780056288656845437889482;5258862258317162188245542219767520036872567915335546632167488577832399764018158906312858274092505653030563821515618210982947974813155;6.281250
267;0.000000000000000000000000007378853007904617611839978452818297200373031617429212057428024710902338455590698376383703579799346203206464340294961605480363766550488487017407538450446333031465933541451217250393971926509968066298152020551293905352460981613579018480141719877;29517988513927595709275326913358761372461141551308950239275300602034763969710233262424742154257228191982219;4000349171111874053839390445734918946860895781020687151002301057558471607598922573565634860653075576074020990794344917761358077466162;6.468750
268;0.0000000000000000000000000011532440032719078373346381184356131064033346837382279008349386101474818232979328821361036989054630232561510539434200792714266443374821839202712534337139528257526385165082528122259514004748606652097881505004413227709339443986344763112383148830;43689531567915303187815543061915896031475556445505243625711817808901096152720420608783837622986632348952281;37884030997743968541322289316259659681990485523052388936432297307530809974474948545885140101620473044237447015724014481740242828094614;6.875000
269;0.00000000000000000000000000973705383345937112836968574618980277164333747431794664414805259074967158802134700927658577353027325911840877912513631312306048912602970209801256750010314062390040521604163434847055051074973472863379641000462430028206034261734564755603245149312;623767891513979443089250261885982345903402109016358893333172673440751568022744655739670290188254180873522388;64061255301940524041510588801524310748105646418965413555995681344912923122498180649805968664446211409980244522244040810714280243406737;6.734375
270;0.000000000000000000000000000975249262095383690028446904445050350498370428142497988197923974112101087265063476267652934141291775197895975530091715149188714526734927847494797495954251558359910645949169957424613682215648918706927475561220316966893252861498429184646613810985;214722308682823564880558564345849936432140998114894278217005862011663748394995929124270704691255371372962889;220171721249477627051891861661629760215171246286059286647169423116077737533616952275699617650463642708775616416165523277188526468170122;6.546875
271;0.0000000000000000000000000005321244819170427658121091697108497664220209993206986625840656878167153907547259691841818424917103841410507540454466719909232610372390635408962698856959117794994262858050956563986314884398387681412459048323065023286484847571800014535390476208576;717769059238740715887227505262205974889016210305424817228125167201255900151176350696019189487970730712140466;1348874339802767429114983505660518384961150864653090536429151167199538471401523483797823114718539166196772753832736183025952387332984975;5.859375
272;0.00000000000000000000000000024973820599782189017082550391654502207115909802197737948067347805398375059412077541011605899832143827086978537055998194408720867755177345910557492641357453523695170362188765515394254121582822538584352624783186076064987527290023570929481261463659;656506395580397975319708664140651181138252800166524470171344817145007090747571649641801585135505484962767233;2628778375969128821799610399054671884949838289831023202212705473242468905467631382706761133625744626970535916269241245070823149215117389;6.015625
273;0.000000000000000000000000000591064768110456672281710217258857173811392190574606259750263455320881856679092521055625388949341981607441056790839141359319353632513290957015495160521007098259406165321637469101633071655758181291629428178920300939972522459840087151701653454292945;11681348101247403219905493154978846215532697539128355256339183391431133501511442716818476652299683609351877701;19763228552077092777250724898944419468798447236952647971866289803480988056351335313154932860865189049292001007788454136441363153538769982;6.406250
274;0.0000000000000000000000000007272477066625503573784274874843897736395346579983749737184722925783209586664128783019721192905194163783123072936913019352075325960724032724296699093710681421028608089766936146209702890102908979961487933173674983981273885652549932659462498214019701;658988759047508573135740309280086181660528276484637937903669726879181902543583089656920719923738926045268149;906140717956619744385191683122069558450731381626714417333755967492928713390623227500204921881659372459308599390967011995895709214577263;5.984375
275;0.00000000000000000000000000001224110762957471672501097696022336660977170295384350333970326251410524134047758684589174579472589228449378975249656972946633732811732264302981207453460917229124789091066934139710297348276737344622076133958032164826077090801376104002547517636644260;1597664989385144208979174184152142557558241379533924449085882635051808717541989803404073104488194510102256393;130516374639592204960099205392668210187073976946803103669998171595975527702780675062836060217812850434643809686929204731534064358999052960;6.062500
276;0.000000000000000000000000000077339687154481821478935379254063010670484402816105908881180357675885542955817121633114639330472157546962942316678230145763814060849192457838180598885967079329616028692686763563258500722714355786784582579446874263942000249339856221403117527246089339;51789696900333096910326323161803411586737960060482074874196909393026863901492077559221983774494328915627903907;669639337910508898955882807604127011119370090628765157001745815668650058960190205776911781567852306098578474413813291760582632194605149849;6.671875
277;0.0000000000000000000000000004087197877755340127567355837571810389927004104827258340668381164657199409094235261107861683546377928493907878899233223705997987741877107555964121556384600605445657020688159130540067244828333471406039486083066478153304302873747561380798970533270000219;93828046875462677335217718470101528001067960290120398009690038014110854053677270029493694678425322518076444927;229565706583779032251659038186446392716332492077841582958753317373728089607299778028405996478243525996014412769712068049334838101146844953;6.781250
278;0.00000000000000000000000000009117343492251287953000051555264896666061197613571298631849500000508891008361687661774558739735321666488373402030021440479732626729309474660130239835039936815108501627609582460915781367612562031400027916354627566933599328622988789177223791959534885041;120521028249690174271269283835132425215196334341440764971057542398122842102102854737399004375047077317994404533;1321887547092192302292812653780958424049670309013544968984280041560914874719855113410748856911464853611156986500434823488493895059825218286;6.515625
279;0.000000000000000000000000000531818157892155314551393899815162518800254721002809575633208122516749757976619174514139228256390243363990984693345595381855275383329064357927021562121369698817323836522682348857401461858902124775504758653424638721860381552693341768997272684082617618118;8220590355964743256962027750571656978226150234263380677928471051473631812049639436990922781087522086646693820304;15457521022875181237210064741741408878722790013140309198511330441828106917915195015107357050209028823357311474372376976353950311558249029271;6.546875
280;0.0000000000000000000000000000447818356443877239404676775961486303044932559673109096970224377799858240347671734587828030062068682436531812347796128268879538724666617752917714982402203134266476258116277046787338520756439053922223713344172616607686735932584948838102839448451785781400;2516818369913321233907007486852110481082680429152786816069917978550191392902754031120338441316269688859204398568;56201768723804895546281389341422760480040569658272137614470378539059134426520176380271422296923989363597067352163703945220279554317372001541;6.593750
281;0.00000000000000000000000000009098684266539217891611055325093416307745861217056021628676567058377398352966375303443049606429137591210889964802597952153716427949610673043894059438585917018772681412624401876953704570608303611843932207813945893325782303860245158256766539204690377148815;16207222521609932594166901918593003998587838955335549162135111615683496286222895904952958013783481251730758609677;178127101093205901945122226457664624206497520777742188009578194356709954308619185656656208053437617842011736333954686677103437147109074372803;6.031250
282;0.000000000000000000000000000025029869515452631954072518225867170501759944080355430680909686809951730729097382162567767592310480893505616446033439748115956654488461972203981828467985014531267101998826746018565232149017860775270465368155586083564528247510771478642065724868307511032593;15888869976199191437781370292589126176101805158023491810189360876282603733928226944544751712709333475864715257790;634796356664580970845950723670468461871260089475192318558303911475623905918312862339474285934539749322635881869420520561179350118723138582873;6.625000
283;0.0000000000000000000000000000629684233834060236183431499710229333688490939280197344674915338491914195703528563248546689663490053578856543777634643006080289775492833478597920289544972363120171531634958505694841413651251564028577809562074332577209385440231082860849982632635532883085650;34327706741844765143153558223295299253616721006782977113894135203297473579215462442116367850238311908690388355044;545157475721253256271868201186606015590334472215455565924828631683540426027709870799443553083533003005046279295068604002963325185122074040481;6.906250
284;0.00000000000000000000000000006427253123973591160791411217127754878685975205813033064915994673070400134640500985916100938787096234268737130125493668877388842410633060469106572757228054774134942175605540141846422499905822682318493404208902092657604836946845391592095471986929508146897739;405100113391063565738979349254624630513769780548716039723466744296303027346131868683776886082639060818663786751046;6302849842338465137745542851912766897230286326416232610439644160679602150086519222494745416066442861979381857759961153114227324891178853884867;7.078125
285;0.000000000000000000000000000087667345050604185799079218759863155500330316820964183153658690078904039906665657731834356892111818195673669881568347626259378705212251987057586732450261541506696825959461802711153499471867567273118830908967381351765031072607557401790431798357585636961675609;1318316514781606731362808325655543653179382522246936825892869815299515219981909623093980607528479972899087215975072;15037714601949396638534387706862355171780835218978438515825470150273357258336399869259051458379798977107324987251476442624535919478135639929813;7.203125
286;0.0000000000000000000000000000600953451223666941665519217677883994190808429253710898562002719267994718141327271449525918145746382259885615041286895454036078397528707086485087545764574536773291959144578241744384713418194321984275553444518557903898410084111595882377021109553315599520464800;3862434175238149989461509670814847412359714008609457683082081237088381675747526162638168088608620023394692856149425;64271769591695097453745610387607491435036386091868233384733083618454767815089595907130532603254963385982674533209176173727916128210431199553194;6.828125
287;0.00000000000000000000000000007428320968343018077971813644606896700549699280092141992350173400315596298576409491231263860516385962285686453203938382620067082925912725658351697209254193642362551617107747712790132291945265250331314040320464606175985528867604766536126463406399709776343132182;9959048937851813534583990221164517678503716480011466623122163571051153652279131241785536782891520869480458755821924;134068640548704058914473200882074000931661265948136331486568551831746716726207650662871924951094661810939916537581953413603251079403104678831243;7.140625
288;0.000000000000000000000000000010762716684996817234338957890549418224546236941417794118294434457371165356176829343103909933080929268580446447345039672877355154215104691040948053789733105325114780475932813534241678357016417213590395276229411926428072196732115028783754704828044061366502502752;6287970777487230478577186118813911507059896201721983517795032412464084177309927323337796122372329335388020061338152;584236393238208701031835790996131399919260829112959998418769582843591829397196579936954067531037119266686893452132007586875736360751152603796121;7.750000
289;0.0000000000000000000000000000718937103023671130723190990379506863180117232725610237474628951577351619912662404802781171585651927773015653337131317647752874217736918740361994173857509914725039089614792432904240727775231743927071788298267754147375226971714022429601218550062417705256766636709;12038568600936955559913256305906220403819118012232044443586375626180206062941345679706013102486402065341011148227617;167449538357468574948669661951232720686371733621938485400024420983157702258972824747548677496879758188880462389793710129017455755200377763407329;7.359375
290;0.00000000000000000000000000000113259823159417603125455115120035517391348074335971995397301439082376471273100258417881783812932291037732807017653212424739174463185040145479054667671430764528966072958405871484130827752870104960749536228352534273150286772952155401609713401425990909376620883045;3628186018350880036364482454542140147453425653290495978739460451981136940584337540075001836144074847548102921323899;3203418403050185942937721959838187173873175503395866674692623959371349930016805480578465681545656897661907568118055025806885723307493506495689494;8.125000
291;0.000000000000000000000000000004402135632361649214023859655746509961452858996255331751611831266382120877665137973651333051217764623426718608856729847065364137052253035041888237809485743960354676601714736914058310379568768573802737800538094486040725981972266250373314153999396431813216557288557;81703263483330683507847121840906765030597564783231196612288041881857936530064686831650995761690518878188319785820489;18559915074560906852309039736165608157721678394660888108559901447754939164448948111233017223006717618651455038474399958864452071209049628432724121;7.593750
292;0.0000000000000000000000000000090216123370820392959710529104651498743562498570225363176451571151640077924624793166955380824607565154789457569089644571469140792490743633564237715307590163052775943523299557581729073322255856223967634771933093755669731609242803748563019292147084224251203995444332;450585570602656387175856634149326628920798878744700768815062623419569704640133202968151127249582126635042640104634206;49945126632252778004704186326669653869905460844107901554574842535416237780261884495574921910810081481063665544268645316141594419279827805413792007;7.375000
293;0.00000000000000000000000000000649203741930253116492962981101750388156000372054062983588696428810531064245528278998723701237905621895292663912050946281466561352694673058957770892180178003040686927576238527242030837597832508220805048724792568691707681147584766818911167798301665639124126844568458;840157199518466823088209568305165913983231530447768871473553274044554498853049678508765383642018541439742404035976779;129413486900192373974160080578657229710466761290084471501204422590425914189051187963795724226360259149539851466126354910685753561212601344947847981;7.234375
294;0.000000000000000000000000000004412832660481842291686959472970432098438097772471165804374420346920205434828255021280516688070580493801221150211464194630416598211487817171404764442274819280399909352083770927260328496847030855090849649793135371369671556047869512593252467791328652591700253655679031;297358981191011013266792388790256698751434640358763647032843731008403151866610397242079730193787072604908795837065636;67385057188763202021239097858601287893810720363651876664094650296104889510847953403859290135040045396107212354870017070651250111479491263339346185;7.796875
295;0.0000000000000000000000000000004534650945961779518704249525172936636820124613433215368612643731566362713828095847074361782674007180916827020435509607910604087159991959737538348019350687712757868103550982172807823354076186367166069587171046138923068626810541837537857399287823848939098694582975586;840817921235240968603871189581728764178417589628905921593198285372735603615628893672546135872612503101832687655209422;1854206489661592213429712992772710798222905271228307731341457276480074645324508714324781906035523382850715615566669021046077550216275951006506551767;8.093750
296;0.00000000000000000000000000000653712421916193900564422814657944207861076421012531031035317814045490381682775693508510809181028591186632341208457249445256353038989257773699082337017175766268133604417481376845429433631034066488256645102305259290168461879909082652562367409789716873065278358834878697;9437313080986527410610857371361474250647745897015051749788708140029989529964931463175372701191695976998736764485600757;1443649036578410522801188585410206867760690117649051451273993041315548442976688624525861119254054856392327198709688539538943354266619553007203215111;8.406250
297;0.000000000000000000000000000000713409228843800344651687407944623314192494463570522207285241443705168417729497951628688389258793121451846361785382892975649330217789130323243742799681284890519233754575657391047285666961848351676648844610906937595110609305691474835787015607807390458635449634534338552;9242470573892276510519808656586485374520308167797774744788739268081295027434999536344234083192922751963170378548933039;12955356056819246252713740780288462062792644460807248285235264756755213286191328325647352119602959286125379329963026955480636934391164388711172559271;7.281250
298;0.0000000000000000000000000000009859357864507462197710754739087318279271065101465764734055360938931978402794141141975086928377485215487656718806696844731921136190176807354354738281027017064244060391568784952605825715157305179223713744430581874101366643852103971217499323863350179763381710196762801076;31276433608332329231250548197986412320196717679974977465247634306246604995126448405573473425357359773824858521845043847;31722586844041679941556670102997217280261681269535332731672325618058328684947594998156394235897085062676047126921807050438802609569485621430253976738;7.968750
299;0.00000000000000000000000000000204720371318402628893008635948161316795943062665608047525668000851056762644221813624090815722429249401000370585919998725129517092346996920557377061688518352453744273479679704995807628051776155742363789360772196463123758859072598571881782101259976161477541960885924032516;275414314216678609191975093793112334834925480693847311704581717980787243950308504110331124317431711807537508790994785909;134531953240904068785525699965664480379195936921424373157159918214777346653189346014016132856672938897479143481094827686120286397449726655311873815244;8.515625
300;0.000000000000000000000000000000356590772247645575583163848499580549925183104095553208280215564161816075763582139741253200839976058110405125420766054746704378444364430772282148304741888281659682314334835157200637179356833691460608441941280329424798382809058931246966476826397415488722480827274302359221;161449954599423211559046237797298161745037273385767194418680312283303586963191551448788620323206446006524243373148252963;452759765996690623020096585051220771686011200855151759970383373979099738628379690370471240141282035482355039035548968584976591136056388776896009751257;7.515625
301;0.0000000000000000000000000000001280617580113843252834537525322034484938625783697281154125288843459137551960485334431035677656797976932211342601621003944575366700755598029156704343309558013739754858675726018694805378781462173891445129740987685355412882183390960650789769656676099668565219748337789000881;12613625307352292160675168259268828164881374587932149006680001526866828901968181390038989332850519943699808189370716337;98496424719009220710657059815570632722313493280479244784220823821354524205484755612000279440644673459569508652065521855148307624667357959966383556847;8.328125
302;0.00000000000000000000000000000017635380921683488918622284287214935824803526426319029384686407752907258449220578871381771211177869817712142321920910242701128480414842836213835755851848370873000018200160042980538030624659666684485894845139966367484130198663173514202239589103784223254339282835631071185168;697152980988365013498427490672818999572692629319546628613306447270360260162286312444832735889910648573264931709271120176;3953149546836180156299529194671522623205973129571539212165331630779355991644463297597624601711382612253177830246638691974036347270416608754302117599239;7.875000
303;0.000000000000000000000000000000544915442408691792040992994903114306316704260120728144820177468376577495270031006920857978103895391057575557336856115270471735335580789957831203001413895673211434347630434745021208515745229421704113388966096967903263161568166111574754340138098062831470712832625935626746401;7113255797064712743506134115005160750591961179031677430274490367151302066745443206676049588837939005775236574693104058631;13053870827411242425351919953385495654354980288907329549753707830180742430228777043482668066829423178452279882034145459346792429883968109732992022397716;8.093750
304;0.0000000000000000000000000000006234636303823142459536912924542987600093528193601353711125241819275098821360641572022951078032197859307457193553473834055818344778038777534489363515113575537107609612975975172658817923056539396794026402699247865667831915031188832558273430430710124642329895691370865143226059;5523029780285088334994291178120719043305306322194166222577764862091972237491154457179999917811701445797613949037153143797;8858623841294976967497221635732878035419902179512079509738060923936002229020385677346372841933039664984233539376817447409969348388869984587496265109832;8.062500
305;0.00000000000000000000000000000065534518621542215214561713605997561326145137767127705718845088779532740439854360861536873419594622794716045001510932390844409284257125291952584418426278386877564487001873169466853131480372942439522415863341114838047597724570446322414958131211024427174079414533365064864521520;119808586219905492842008057224438343094261899368486659493280320698585150233606288908700615877106044912548153502987271661025;182817526915536917889137904564244353953760653801730416490628716771545566379915946167360137224578382377387837529787895345574275483209301747100846722567638;8.453125
306;0.000000000000000000000000000000237045773646736674949574251797037231097750455368896526079305587940077031941673596999645035583464098947098253400529066977354834268637964732883603751613619617858952959428370896620202017829164157570417950235571061229218205963727945883719772955686298427674749264145204235532755403;90706540011367155930911929827145658677919816841462561910057733616161262110848271198723740422335481756396902389069694242439;382654111971406922741213113471591374860994336105450432377415275615504905146050876152002729226729859837865286183412419274383223367550301754595044901903881;8.000000
307;0.0000000000000000000000000000002040194028059121770435300772709207725646206896715473704302427839035918182804332614159614334782861758599891010514638043377045178110509023644389256278785278701032606645859123834671016453233052241767456291510141871514894696495648281744945968662189765694996536642810508977953331562;241282561372498365685885856402510048486694858771830137156493004154825123728984022846647765946582998465153435622257658108691;1182645170283315612467301657586392909222228415583890938321658929650325350513599396842897686437338913351903228264360598452618424302535705077226421448655514;7.593750
308;0.00000000000000000000000000000016600610252988454261910271652491003924420137934737837854322163439705861771713980920312807847899589112361914041464729131695343852612444758334989088984289093201180565481840195875148232007763958830892526835428685580732377358422144506047097552806728696020632548607682842717836953435;1050920845356273481412719002396093017395921261727496359822371371500086981478004298130137815877534866399168650070797315767491;6330615738461096185132808338349114405369788045393081360724784152035802194509377732441143981068703069084506356108008169852097725706849939094859969419622567;7.796875
309;0.000000000000000000000000000000220155471308125323339122439734768450953562323826531958958922870348930691449465815500915661919768120159175268281608223341283000276985028712230430175073044740583459337143885899398566556559512061613216813705530466770070334253152256090113038301152657234269026831270729574861431001393;2874677548211946984230331224931678318739428042557531113700854236600747988128152495380484377215532798885870771252600275528630;13057488560838917781993013268446611504442775215775797333186943732442141205378532484911553693306337797083378866918832788162170689062998448637586924048955927;8.218750
310;0.0000000000000000000000000000000450033039333944091406467835060739846511293600125995635150376162306858951879789736295993793934091893877986701704229681496775801409371677106835887835630267415946639734448379537499823863893860278212590325604765058779601049250650369177817254257011260878988717590634093545575035354350;1450315439318186898327838082607116595601279459102654949157541646682029128556985780968041676387711873845206177393040892436413;32226865864441338368713423422664329661035076211464287545998904345518043127238631686835328140744702575948278135204242991066430394651530416826906860595789168;7.921875
311;0.00000000000000000000000000000002016902339168036732428396406529998692087971757034577678644611398522716718165974471316350859268141520045411418430915072903297035281294746851263889039896369196345298069564952309328895802884896283392832487586480262510979939680586833113891652425196656595019361468865345975281489835936;2718732709775756371380329700865699226511756132651505204283684391939570740565260422561359403423064312881730204329373650115678;134797439468349347712297431960575413882299498261188633234069180842099318899950434531693076541909960784498512264199626495363494289038965618063018153158942297;8.015625
312;0.000000000000000000000000000000016310923591039160451148224775207279282146576593890271599961403842190889720479232940824615923784026407427572472492977832632618662522234358560042215375573172129041517039934070650340728915820208591716872390045716590069418414769208735017889515737944118257914458868969131927442863601909;109846306248361573025831989371976945762103664292210290663793970782787079369551296826171541440614563987931197106010277406749;6734523991560389747156773435893992140453714734402635598137345180368570353828871482226692145116390411605780660722585350681924082446251456214653249469188462;8.234375
313;0.0000000000000000000000000000000012020540124075002437460517088280839262365442327994749200789949859210035020924301822298092082090057352540374109925457335004982801671131521983558151305365373682514172613617883929692170564952131033669432344458126340634753901876371766413387975026313531370294298059664943357907379042102;2371998035331385201414421454311503543792240401925556053064708923459743682532023812157779410821514183810710099095924174590124;1973287398775613508315753295229865604291974275483199790459411861221401417775979425747724295906634983479961624370005957213792072130167243060922622572421143151;8.203125
314;0.00000000000000000000000000000006529603269852371480191953643427464714005474134813623945613178856422095859729284401621588072004429290632400635518094744890358770898794425815776399663066509770169588729638482812127886862190264723963258630423154458417244020493264761904684269207382070741019439806434665660019708280225892;397654116500538346398852588500777625188573813074780547918536098320966365296128399886814493183774133598255808262757796951420343;6090019562697397266760484419571383430401378781715064431606103651030976509925446807886860749035712080194088652453502369685084731717325369219357988143003828087;8.859375
315;0.000000000000000000000000000000090775043918685996808592506935719476921678554488273359929521740351721430078814875941884943175855313832235214910078247716575545789162527464030218696000579355682790524465195869520146113355393382173446415356549599373920446998447399074193415915498307604055087385175933567041335963126595445;1278688546117344749136342581318674805498846458407792825657538884707121073382192166379346329392168370994652931781745553167224479;14086344560326093762840414037808056444653029407451818800070385021497963831476747549738009519170162079615076480897473570167292648666475863875641933435764089720;8.609375
316;0.0000000000000000000000000000000978864638234214104079045686244371780467244607799274953485137353493541070309990647105602659890661984386270997817973220918290189164041732483541998975793922005676126266420097095756125713932298346512521876457093658537045700246650226572685276624286589818890274034189687773857893028251395548;6079083921045176635391997984243623369635870135724563990959482571557791976116985882792301228309548345488928700399298622736572125;62103417404180730131097837282258860632784486556493133611881939206379425868625773794756558843840081346013175921014865200599340833254742765355890229571410942778;8.953125
