Length;GCD;LCM;BIN_GCD;EXT_GCD;BIN_EXT_GCD
1;0.000000
21;0.000000
41;0.000000
61;0.000000
81;0.015625
101;0.015625
121;0.015625
141;0.015625
161;0.015625
181;0.031250
201;0.015625
221;0.031250
241;0.031250
261;0.031250
281;0.031250
301;0.046875
321;0.031250
341;0.046875
361;0.031250
381;0.031250
401;0.062500
421;0.046875
441;0.031250
461;0.046875
481;0.062500
501;0.046875
521;0.046875
541;0.062500
561;0.046875
581;0.062500
601;0.062500
621;0.062500
641;0.062500
661;0.062500
681;0.062500
701;0.062500
721;0.078125
741;0.078125
761;0.078125
781;0.062500
801;0.093750
821;0.078125
841;0.093750
861;0.078125
881;0.078125
901;0.125000
921;0.093750
941;0.109375
961;0.093750
981;0.109375
1001;0.078125
1021;0.093750
1041;0.109375
1061;0.093750
1081;0.109375
1101;0.125000
1121;0.109375
1141;0.125000
1161;0.125000
1181;0.125000
1201;0.125000
1221;0.125000
1241;0.125000
1261;0.140625
1281;0.140625
1301;0.140625
1321;0.140625
1341;0.156250
1361;0.140625
1381;0.140625
1401;0.156250
1421;0.156250
1441;0.156250
1461;0.156250
1481;0.156250
1501;0.171875
1521;0.171875
1541;0.187500
1561;0.171875
1581;0.171875
1601;0.187500
1621;0.187500
1641;0.187500
1661;0.171875
1681;0.187500
1701;0.203125
1721;0.187500
1741;0.203125
1761;0.203125
1781;0.218750
1801;0.187500
1821;0.203125
1841;0.203125
1861;0.218750
1881;0.218750
1901;0.218750
1921;0.234375
1941;0.218750
1961;0.218750
1981;0.234375
2001;0.250000
2021;0.250000
2041;0.250000
2061;0.250000
2081;0.281250
2101;0.250000
2121;0.250000
2141;0.265625
2161;0.265625
2181;0.265625
2201;0.281250
2221;0.281250
2241;0.265625
2261;0.281250
2281;0.296875
2301;0.296875
2321;0.281250
2341;0.281250
2361;0.296875
2381;0.312500
2401;0.312500
2421;0.312500
2441;0.328125
2461;0.312500
2481;0.328125
2501;0.328125
2521;0.328125
2541;0.328125
2561;0.328125
2581;0.343750
2601;0.343750
2621;0.359375
2641;0.359375
2661;0.343750
2681;0.359375
2701;0.359375
2721;0.359375
2741;0.375000
2761;0.375000
2781;0.375000
2801;0.375000
2821;0.390625
2841;0.390625
2861;0.375000
2881;0.390625
2901;0.390625
2921;0.406250
2941;0.406250
2961;0.406250
2981;0.406250
3001;0.406250
3021;0.421875
3041;0.421875
3061;0.421875
3081;0.437500
3101;0.453125
3121;0.453125
3141;0.453125
3161;0.453125
3181;0.468750
3201;0.453125
3221;0.484375
3241;0.484375
3261;0.484375
3281;0.484375
3301;0.484375
3321;0.500000
3341;0.484375
3361;0.484375
3381;0.500000
3401;0.500000
3421;0.515625
3441;0.515625
3461;0.531250
3481;0.500000
3501;0.515625
3521;0.515625
3541;0.531250
3561;0.531250
3581;0.546875
3601;0.546875
3621;0.562500
3641;0.546875
3661;0.562500
3681;0.546875
3701;0.562500
3721;0.562500
3741;0.578125
3761;0.578125
3781;0.578125
3801;0.609375
3821;0.625000
3841;0.625000
3861;0.609375
3881;0.609375
3901;0.609375
3921;0.625000
3941;0.640625
3961;0.625000
3981;0.640625
4001;0.625000
4021;0.640625
4041;0.640625
4061;0.656250
4081;0.656250
4101;0.656250
4121;0.671875
4141;0.687500
4161;0.671875
4181;0.687500
4201;0.687500
4221;0.703125
4241;0.687500
4261;0.703125
4281;0.718750
4301;0.703125
4321;0.703125
4341;0.718750
4361;0.718750
4381;0.734375
4401;0.750000
4421;0.765625
4441;0.750000
4461;0.765625
4481;0.765625
4501;0.765625
4521;0.781250
4541;0.781250
4561;0.781250
4581;0.796875
4601;0.781250
4621;0.796875
4641;0.812500
4661;0.828125
4681;0.812500
4701;0.828125
4721;0.828125
4741;0.843750
4761;0.859375
4781;0.843750
4801;0.843750
4821;0.890625
4841;0.859375
4861;0.875000
4881;0.875000
4901;0.890625
4921;0.875000
4941;0.875000
4961;0.890625
4981;0.890625
5001;0.921875
5021;0.906250
5041;0.937500
5061;0.921875
5081;0.937500
5101;0.921875
5121;0.937500
5141;0.921875
5161;0.984375
5181;0.937500
5201;0.984375
5221;0.968750
5241;1.000000
5261;0.968750
5281;0.968750
5301;1.000000
5321;0.984375
5341;1.000000
5361;1.000000
5381;1.031250
5401;1.046875
5421;1.015625
5441;1.062500
5461;1.046875
5481;1.062500
5501;1.015625
5521;1.078125
5541;1.062500
